uid,formula,reduced_formula,natoms,ehull,hform,gap_pbe,gap_hse,dyn_stab,layergroup,lgnum,international,bravais_type,layergroup_norm
1InNaAs2S6-1,InNaAs2S6,NaIn(AsS3)2,10,0.08399720199386138,-0.3464274174594699,1.9142750154789567,2.836027869118116,Yes,c211,10,C2,Centered rectangular (oc),c211
1CuScAs2S6-1,CuScAs2S6,ScCu(AsS3)2,10,0.15471070583783336,-0.4514692677267661,,,Unknown,p312,67,P312,Hexagonal (hp),p312
2AgCrAs2O6-2,Ag2Cr2As4O12,CrAg(AsO3)2,20,0.2984446258900647,-0.9541787882296277,,,Unknown,p2/b11,16,P2/c,Rectangular (op),p2/b11
2AgCrAs2O6-1,Ag2Cr2As4O12,CrAg(AsO3)2,20,0.24914454111616777,-1.0034788730035245,,,Unknown,p2_111,9,P2_1,Rectangular (op),p2_111
1AlLiSb2Te6-1,AlLiSb2Te6,LiAl(SbTe3)2,10,0.210557889062806,-0.13918675538294564,,,Unknown,c211,10,C2,Centered rectangular (oc),c211
1AuSbAs2Te6-1,AuAs2SbTe6,SbTe6As2Au,10,0.1273671987372256,0.05801160209222615,,,Unknown,p3,65,P3,Hexagonal (hp),p3
1AgScP2S6-1,AgScP2S6,ScAg(PS3)2,10,0.0,-0.6690426197987627,2.0167417085026202,3.453451687883375,Yes,p312,67,P312,Hexagonal (hp),p312
1AuBiP2Se6-1,AuBiP2Se6,BiP2AuSe6,10,0.0,-0.15840833825790313,0.8887192773504982,1.6037739096031203,Yes,p3,65,P3,Hexagonal (hp),p3
1AuVP2Te6-1,AuVP2Te6,VTe6P2Au,10,0.16188039813542615,-0.052314595598492275,,,Unknown,c211,10,C2,Centered rectangular (oc),c211
1AgCrP2Se6-1,AgCrP2Se6,CrAg(PSe3)2,10,0.0,-0.25649274085738727,0.8947669742058038,1.788781534497054,Yes,p312,67,P312,Hexagonal (hp),p312
1AgScAs2Te6-1,AgScAs2Te6,ScAg(Te3As)2,10,0.08974749544526554,-0.2373300120139085,0.17422982977159052,,No,p312,67,P312,Hexagonal (hp),p312
2AsHP2O6-1,As2H2O12P4,AsP2HO6,20,0.3311031066700906,-1.310247773713082,,,Unknown,p2_111,9,P2_1,Rectangular (op),p2_111
1AgTlSb2Se6-1,AgTlSb2Se6,TlAg(SbSe3)2,10,0.18550406246378204,-0.027443300461162324,,,Unknown,p312,67,P312,Hexagonal (hp),p312
1AuVSb2Te6-1,AuVSb2Te6,VSb2Te6Au,10,0.1447492341095531,-0.035457062075628445,,,Unknown,p312,67,P312,Hexagonal (hp),p312
1AgAlSb2Se6-1,AgAlSb2Se6,AlAg(SbSe3)2,10,0.17003108248607895,-0.21056695233899703,,,Unknown,p312,67,P312,Hexagonal (hp),p312
1AgVAs2S6-1,AgVAs2S6,VAg(AsS3)2,10,0.15699184205069888,-0.1929288416518375,,,Unknown,c211,10,C2,Centered rectangular (oc),c211
1CuGaAs2Se6-1,CuGaAs2Se6,GaCu(AsSe3)2,10,0.15261950860762835,-0.10446376696811654,,,Unknown,p312,67,P312,Hexagonal (hp),p312
1AgSbAs2Se6-1,AgAs2SbSe6,AgSb(AsSe3)2,10,0.07666587840879435,-0.06103882927810247,0.596745000387668,1.1803003251095965,Yes,p3,65,P3,Hexagonal (hp),p3
1AuTlAs2S6-1,AuTlAs2S6,TlAs2AuS6,10,0.23332685048923682,0.06529504468213573,,,Unknown,p312,67,P312,Hexagonal (hp),p312
1AuSbAs2Se6-1,AuAs2SbSe6,SbAs2AuSe6,10,0.11148720604595283,-0.03735093615978968,,,Unknown,p3,65,P3,Hexagonal (hp),p3
1AgTlP2S6-1,AgTlP2S6,TlAg(PS3)2,10,0.05236899782781088,-0.20028846474140352,0.586614668267694,1.421081462725113,Yes,p312,67,P312,Hexagonal (hp),p312
1AlCuSb2Te6-1,AlCuSb2Te6,AlCu(SbTe3)2,10,0.19751783195549794,-0.0068518435297413305,,,Unknown,p312,67,P312,Hexagonal (hp),p312
2CuVSb2Te6-1,Cu2V2Sb4Te12,VCu(SbTe3)2,20,0.20033495979121133,0.0034102569685174446,,,Unknown,p2/b11,16,P2/c,Rectangular (op),p2/b11
1NaNiAs2S6-1,NaNiAs2S6,NaNi(AsS3)2,10,0.17701086996608062,-0.1960353868233085,,,Unknown,p312,67,P312,Hexagonal (hp),p312
1CuTlAs2S6-1,CuTlAs2S6,TlCu(AsS3)2,10,0.1900987954762637,-0.0036192304365897598,,,Unknown,p312,67,P312,Hexagonal (hp),p312
1CuGaP2S6-1,CuGaP2S6,GaCu(PS3)2,10,0.032337678897002495,-0.30371028601098116,0.862737227704629,,No,p312,67,P312,Hexagonal (hp),p312
1GaNaP2S6-1,GaNaP2S6,NaGa(PS3)2,10,8.881784197001253e-17,-0.5117289757648507,2.17032144756053,3.0891157390855146,Yes,c211,10,C2,Centered rectangular (oc),c211
1IrPdHf2Se6-1,Hf2IrPdSe6,Hf2IrPdSe6,10,0.18360017924178518,-0.7557763522230708,,,Unknown,cm11,13,Cm,Centered rectangular (oc),cm11
1AuInSb2O6-1,AuInO6Sb2,InSb2AuO6,10,0.6612543051065982,-0.6100796804239692,,,Unknown,p312,67,P312,Hexagonal (hp),p312
1AuInP2O6-1,AuInO6P2,InP2AuO6,10,0.42286757156220106,-1.366825974087601,,,Unknown,p312,67,P312,Hexagonal (hp),p312
1AgScAs2O6-1,AgScAs2O6,ScAg(AsO3)2,10,0.31836041193837694,-1.3812572342097291,,,Unknown,p312,67,P312,Hexagonal (hp),p312
1AgInSb2Te6-1,AgInSb2Te6,InAg(SbTe3)2,10,0.20364555079768998,0.018492463189315345,,,Unknown,p312,67,P312,Hexagonal (hp),p312
1AgCrP2Te6-1,AgCrP2Te6,CrAg(Te3P)2,10,0.08821555653613722,-0.051379757825927186,0.5589754563753573,1.1372195138849808,Yes,p312,67,P312,Hexagonal (hp),p312
2CuVAs2O6-1,Cu2V2As4O12,VCu(AsO3)2,20,0.4595921290703286,-1.0096114359425605,,,Unknown,p2_111,9,P2_1,Rectangular (op),p2_111
2CuVAs2O6-2,Cu2V2As4O12,VCu(AsO3)2,20,0.47908567414784836,-0.9901178908650408,,,Unknown,p2/b11,16,P2/c,Rectangular (op),p2/b11
1InNaP2O6-1,InNaO6P2,NaIn(PO3)2,10,0.14168398381967506,-1.8726585732689984,,,Unknown,c211,10,C2,Centered rectangular (oc),c211
1AlAuP2Se6-1,AlAuP2Se6,AlP2AuSe6,10,0.025830899799428854,-0.24607877236445078,0.7612970580355798,,No,p312,67,P312,Hexagonal (hp),p312
1CrCuP2Se6-1,CrCuP2Se6,CrCu(PSe3)2,10,0.0,-0.2439132895242885,0.8106920503376167,2.172900145471869,Yes,c211,10,C2,Centered rectangular (oc),c211
1BiHSe2S6-1,BiHS6Se2,BiH(SeS3)2,10,0.18922115282947544,0.06442184767134478,,,Unknown,p1,1,P1,Oblique (mp),p1
1InLiAs2S6-1,InLiAs2S6,LiIn(AsS3)2,10,0.08718864378394837,-0.3436859375790853,2.0196087947568824,3.005543415515432,Yes,c211,10,C2,Centered rectangular (oc),c211
1AuGaP2Se6-1,AuGaP2Se6,GaP2AuSe6,10,0.055243096202455974,-0.1508045715011484,0.4512505052363003,,No,p312,67,P312,Hexagonal (hp),p312
1InNaAs2Te6-1,InNaAs2Te6,NaIn(Te3As)2,10,0.14534604438244023,-0.09310646901223123,,,Unknown,c211,10,C2,Centered rectangular (oc),c211
1AgBiAs2Se6-1,AgBiAs2Se6,AgBi(AsSe3)2,10,0.06760768987837418,-0.10164359750533976,0.6189847513857725,1.323197814241444,Yes,p3,65,P3,Hexagonal (hp),p3
1GeOMn2Br6-1,Mn2Br6GeO,Mn2GeBr6O,10,0.2480952292361108,-0.6327162282194294,,,Unknown,cm11,13,Cm,Centered rectangular (oc),cm11
1GaNaAs2Se6-1,GaNaAs2Se6,NaGa(AsSe3)2,10,0.11644481935371705,-0.28549701233296504,,,Unknown,c211,10,C2,Centered rectangular (oc),c211
1IMnCu2S6-1,Cu2MnIS6,MnCu2S6I,10,0.27941035073676534,0.01509329818135825,,,Unknown,cm11,13,Cm,Centered rectangular (oc),cm11
2AgVSb2S6-1,Ag2V2S12Sb4,VAg(SbS3)2,20,0.27737470029595873,-0.14536714069204776,,,Unknown,p2/b11,16,P2/c,Rectangular (op),p2/b11
1AuVSb2S6-1,AuVS6Sb2,VSb2AuS6,10,0.21852554233883933,-0.21041680045788383,,,Unknown,p1,1,P1,Oblique (mp),p1
1BiCuAs2Se6-1,BiCuAs2Se6,CuBi(AsSe3)2,10,0.09038568030288693,-0.10003271863266931,0.38734120160657204,1.3737279991030267,Yes,p3,65,P3,Hexagonal (hp),p3
1AgCrAs2Te6-1,AgCrAs2Te6,CrAg(Te3As)2,10,0.056646846821795147,-0.040057681576966785,0.24857888109651904,0.7600818349131009,Yes,c211,10,C2,Centered rectangular (oc),c211
1NaNiSb2O6-1,NaNiO6Sb2,NaNi(SbO3)2,10,0.3924555369989175,-0.9689886217213932,,,Unknown,p312,67,P312,Hexagonal (hp),p312
2AuCrAs2O6-1,Au2Cr2As4O12,CrAs2AuO6,20,0.3932171049022696,-0.8468155331815751,,,Unknown,p2/b11,16,P2/c,Rectangular (op),p2/b11
2CrCuAs2O6-1,Cr2Cu2As4O12,CrCu(AsO3)2,20,0.34771787274084076,-0.9324389231934539,,,Unknown,p2_111,9,P2_1,Rectangular (op),p2_111
1NaNiAs2Se6-1,NaNiAs2Se6,NaNi(AsSe3)2,10,0.1043964227444695,-0.22664823714678875,,,Unknown,p312,67,P312,Hexagonal (hp),p312
1AuBiSb2Te6-1,AuBiSb2Te6,BiSb2Te6Au,10,0.16642827329092974,0.02068811674975777,,,Unknown,p3,65,P3,Hexagonal (hp),p3
1AlNaP2Se6-1,AlNaP2Se6,NaAl(PSe3)2,10,2.6645352591003756e-16,-0.4824163793732154,2.1325624395299947,3.0239012058748087,Yes,c211,10,C2,Centered rectangular (oc),c211
1AuCrAs2Te6-1,AuCrAs2Te6,CrTe6As2Au,10,0.0755822353082182,-0.03269069378861929,0.0,,Yes,c211,10,C2,Centered rectangular (oc),c211
1AuGaP2O6-1,AuGaO6P2,GaP2AuO6,10,0.4191865138469044,-1.341638786215885,,,Unknown,p312,67,P312,Hexagonal (hp),p312
1AlNaAs2S6-1,AlNaAs2S6,NaAl(AsS3)2,10,0.09016253936660794,-0.4603520676327271,1.645481198070581,2.510402898168281,Yes,c211,10,C2,Centered rectangular (oc),c211
1AuInP2S6-1,AuInP2S6,InP2AuS6,10,0.04244542197812482,-0.24279288798242432,0.7868254788399058,,No,p312,67,P312,Hexagonal (hp),p312
1CuTlSb2Se6-1,CuTlSb2Se6,TlCu(SbSe3)2,10,0.2119929212490234,-0.02259700889621925,,,Unknown,p312,67,P312,Hexagonal (hp),p312
1GaLiSb2S6-1,GaLiS6Sb2,LiGa(SbS3)2,10,0.2610313335147428,-0.28882134260435494,,,Unknown,c211,10,C2,Centered rectangular (oc),c211
2LiVAg2S6-1,Ag4Li2V2S12,LiV(AgS3)2,20,0.23976073630992634,-0.26139829399606074,,,Unknown,pmmn,46,Pmmn,Rectangular (op),pmmn
2FPSb2O6-1,F2O12P2Sb4,Sb2PO6F,20,0.3630490468932372,-1.4403355652797665,,,Unknown,p2_111,9,P2_1,Rectangular (op),p2_111
1CuVSb2Te6-1,CuVSb2Te6,VCu(SbTe3)2,10,0.15328573826922143,-0.04363896455347245,,,Unknown,c211,10,C2,Centered rectangular (oc),c211
1AuTlAs2O6-1,AuTlAs2O6,TlAs2AuO6,10,0.36549085025981276,-0.5456417968799144,,,Unknown,p312,67,P312,Hexagonal (hp),p312
1AuTlP2O6-1,AuTlO6P2,TlP2AuO6,10,0.4505432232073282,-1.14603342814086,,,Unknown,p312,67,P312,Hexagonal (hp),p312
1AlLiAs2O6-1,AlLiAs2O6,LiAl(AsO3)2,10,0.3179610446654973,-1.5377254932080944,,,Unknown,c211,10,C2,Centered rectangular (oc),c211
1AlCuP2S6-1,AlCuP2S6,AlCu(PS3)2,10,0.021284181978624604,-0.4260328551820088,1.521372898068169,,No,p312,67,P312,Hexagonal (hp),p312
1GaLiP2S6-1,GaLiP2S6,LiGa(PS3)2,10,0.0,-0.5299297013424329,2.0454524658997015,2.9968239098509786,Yes,c211,10,C2,Centered rectangular (oc),c211
1AuVP2S6-1,AuVP2S6,VP2AuS6,10,0.07548140404735952,-0.313639658427536,0.4744811360898291,,No,c211,10,C2,Centered rectangular (oc),c211
1AlLiSb2S6-1,AlLiS6Sb2,LiAl(SbS3)2,10,0.24169642807760336,-0.4153492580724915,,,Unknown,c211,10,C2,Centered rectangular (oc),c211
1HSbTe2S6-1,HS6SbTe2,SbTe2HS6,10,0.102327062169892,0.006288644270828314,,,Unknown,p1,1,P1,Oblique (mp),p1
1AuGaSb2Te6-1,AuGaSb2Te6,GaSb2Te6Au,10,0.21186424065173415,0.04059398677617239,,,Unknown,p312,67,P312,Hexagonal (hp),p312
1GaNaAs2O6-1,GaNaAs2O6,NaGa(AsO3)2,10,0.23373000051855755,-1.2748577404198307,,,Unknown,c211,10,C2,Centered rectangular (oc),c211
1AuInAs2Se6-1,AuInAs2Se6,InAs2AuSe6,10,0.1425168777904048,-0.07398119408330431,,,Unknown,p312,67,P312,Hexagonal (hp),p312
1AlCuP2Te6-1,AlCuP2Te6,AlCu(Te3P)2,10,0.12293452538402658,-0.03263657012094967,,,Unknown,p312,67,P312,Hexagonal (hp),p312
1CrCuSb2Te6-1,CrCuSb2Te6,CrCu(SbTe3)2,10,0.16598925257981173,0.0065124129725766975,,,Unknown,p3,65,P3,Hexagonal (hp),p3
1InNaAs2O6-1,InNaAs2O6,NaIn(AsO3)2,10,0.19569308750647033,-1.2641961338214933,,,Unknown,c211,10,C2,Centered rectangular (oc),c211
1AgSbP2Se6-1,AgP2SbSe6,AgSb(PSe3)2,10,0.0,-0.15223967411788805,1.2317973484591351,1.9684279481602769,Yes,p3,65,P3,Hexagonal (hp),p3
1AlNaSb2S6-1,AlNaS6Sb2,NaAl(SbS3)2,10,0.19038465347835593,-0.4298613495878669,,,Unknown,c211,10,C2,Centered rectangular (oc),c211
1AuGaAs2Se6-1,AuGaAs2Se6,GaAs2AuSe6,10,0.16125151544759014,-0.07017077822367454,,,Unknown,p312,67,P312,Hexagonal (hp),p312
1CuVAs2Se6-1,CuVAs2Se6,VCu(AsSe3)2,10,0.13335600489662705,-0.20174365517860834,,,Unknown,c211,10,C2,Centered rectangular (oc),c211
1CoLiP2S6-1,CoLiP2S6,LiCo(PS3)2,10,0.0,-0.4566718745375688,1.0199920791808204,2.395201501582965,Yes,p312,67,P312,Hexagonal (hp),p312
1AgBiAs2Te6-1,AgBiAs2Te6,AgBi(Te3As)2,10,0.09766001241427444,0.02179807372880731,0.013535989111811197,0.5278279564144865,Yes,p3,65,P3,Hexagonal (hp),p3
1CuGaSb2O6-1,CuGaO6Sb2,GaCu(SbO3)2,10,0.18106156492304581,-1.1946581951001711,,,Unknown,p312,67,P312,Hexagonal (hp),p312
2AgCrSb2S6-1,Ag2Cr2S12Sb4,CrAg(SbS3)2,20,0.23992286415617672,-0.11812022989898452,,,Unknown,p2/b11,16,P2/c,Rectangular (op),p2/b11
1NaPdSb2Te6-1,NaPdSb2Te6,NaSb2Te6Pd,10,0.1593293797794854,-0.15176903679197054,,,Unknown,p312,67,P312,Hexagonal (hp),p312
1LiNiAs2O6-1,LiNiAs2O6,LiNi(AsO3)2,10,0.3516241606239682,-0.9268527249640947,,,Unknown,p312,67,P312,Hexagonal (hp),p312
1BiFSe2S6-1,BiFS6Se2,BiSe2S6F,10,0.3312480182876218,-0.07265517621549904,,,Unknown,p1,1,P1,Oblique (mp),p1
1GaNaSb2O6-1,GaNaO6Sb2,NaGa(SbO3)2,10,0.44599513562666326,-1.1321799769029304,,,Unknown,c211,10,C2,Centered rectangular (oc),c211
1InNaP2Se6-1,InNaP2Se6,NaIn(PSe3)2,10,0.0,-0.4033093741634481,1.7763161580294242,2.6095134623359404,Yes,c211,10,C2,Centered rectangular (oc),c211
1InNaP2S6-1,InNaP2S6,NaIn(PS3)2,10,1.7763568394002506e-16,-0.5289189342345552,2.3838723861629925,3.385814365235935,Yes,c211,10,C2,Centered rectangular (oc),c211
2AgVP2O6-1,Ag2V2O12P4,VAg(PO3)2,20,0.25876567942699114,-1.6334321716757274,,,Unknown,p2/b11,16,P2/c,Rectangular (op),p2/b11
1AgGaSb2Te6-1,AgGaSb2Te6,GaAg(SbTe3)2,10,0.21480329250039124,0.03101348222464324,,,Unknown,p312,67,P312,Hexagonal (hp),p312
1AuTlSb2Se6-1,AuTlSb2Se6,TlSb2AuSe6,10,0.22424618491278075,0.00016538746899072976,,,Unknown,p312,67,P312,Hexagonal (hp),p312
1AuTlSb2Se6-2,AuTlSb2Se6,TlSb2AuSe6,10,0.24650895530731426,0.022428157863524235,,,Unknown,p312,67,P312,Hexagonal (hp),p312
1AuScAs2S6-1,AuScAs2S6,ScAs2AuS6,10,0.17995028896880907,-0.39687146416407587,,,Unknown,p312,67,P312,Hexagonal (hp),p312
1AgInAs2S6-1,AgInAs2S6,InAg(AsS3)2,10,0.11326853462974396,-0.1420513301316504,,,Unknown,p312,67,P312,Hexagonal (hp),p312
1AgSbP2S6-1,AgP2S6Sb,AgSb(PS3)2,10,4.4408920985006264e-17,-0.23395914735289694,1.66853576331409,,No,p3,65,P3,Hexagonal (hp),p3
1AuInP2Se6-1,AuInP2Se6,InP2AuSe6,10,0.027580923828352887,-0.1635425220776959,0.41655757152407613,,No,p312,67,P312,Hexagonal (hp),p312
1BiFTe2O6-1,BiFO6Te2,BiTe2O6F,10,0.25787554595651463,-1.002325223166259,,,Unknown,cm11,13,Cm,Centered rectangular (oc),cm11
1NaPdSb2Se6-1,NaPdSb2Se6,NaSb2PdSe6,10,0.16286907306388035,-0.23119277886611514,,,Unknown,p312,67,P312,Hexagonal (hp),p312
1HSbSe2S6-1,HS6SbSe2,SbH(SeS3)2,10,0.1886425219034983,0.09260410400443461,,,Unknown,p1,1,P1,Oblique (mp),p1
1GaPdP2S6-1,GaPdP2S6,GaP2PdS6,10,0.0948601775271349,-0.2764259591407637,0.07714088850166045,,No,p1,1,P1,Oblique (mp),p1
1CuSbAs2Se6-1,CuAs2SbSe6,CuSb(AsSe3)2,10,0.09840147843488456,-0.060470340803854584,0.5094599466545398,1.2573446799567836,Yes,p3,65,P3,Hexagonal (hp),p3
2AgCrAs2S6-1,Ag2Cr2As4S12,CrAg(AsS3)2,20,0.11801267475738211,-0.1690283253821015,,,Unknown,p2/b11,16,P2/c,Rectangular (op),p2/b11
1AlNaP2S6-1,AlNaP2S6,NaAl(PS3)2,10,2.6645352591003756e-16,-0.6420540578127116,2.9518015097718013,3.964560037279047,Yes,c211,10,C2,Centered rectangular (oc),c211
1CoNaAs2S6-1,CoNaAs2S6,NaCo(AsS3)2,10,0.162034178386849,-0.2370931776516713,0.5426979824260374,,Unknown,p312,67,P312,Hexagonal (hp),p312
1NaNiSb2Se6-1,NaNiSb2Se6,NaNi(SbSe3)2,10,0.1767429542780115,-0.20753609111186222,,,Unknown,p312,67,P312,Hexagonal (hp),p312
1AlAuP2Te6-1,AlAuP2Te6,AlTe6P2Au,10,0.12618526550826664,-0.02835166996286418,,,Unknown,p312,67,P312,Hexagonal (hp),p312
1AgInAs2Se6-1,AgInAs2Se6,InAg(AsSe3)2,10,0.09451866571199066,-0.13965577197343962,0.671917628105021,,No,p312,67,P312,Hexagonal (hp),p312
1AgScSb2S6-1,AgScS6Sb2,ScAg(SbS3)2,10,0.21832027229668488,-0.42660316112957164,,,Unknown,p312,67,P312,Hexagonal (hp),p312
1AuScAs2Te6-1,AuScAs2Te6,ScTe6As2Au,10,0.14858204777315498,-0.1979454682784109,,,Unknown,p312,67,P312,Hexagonal (hp),p312
1AuSbP2Te6-1,AuP2SbTe6,SbTe6P2Au,10,0.11266005294218555,0.05032830225029272,,,Unknown,p3,65,P3,Hexagonal (hp),p3
1CuInP2Te6-1,CuInP2Te6,InCu(Te3P)2,10,0.14163666784823634,0.01573076428221327,,,Unknown,p312,67,P312,Hexagonal (hp),p312
1CuScAs2Se6-1,CuScAs2Se6,ScCu(AsSe3)2,10,0.09519662647380862,-0.40374604477059106,0.34641432695836194,,No,p312,67,P312,Hexagonal (hp),p312
1FeLiP2S6-1,FeLiP2S6,LiFe(PS3)2,10,0.0529024360249231,-0.4310489422093241,,,Unknown,p312,67,P312,Hexagonal (hp),p312
1AuTlAs2Te6-1,AuTlAs2Te6,TlTe6As2Au,10,0.149034418792721,0.06431974860621067,,,Unknown,p312,67,P312,Hexagonal (hp),p312
1AlCuAs2S6-1,AlCuAs2S6,AlCu(AsS3)2,10,0.16375516878986787,-0.23777029501367153,,,Unknown,p312,67,P312,Hexagonal (hp),p312
1InLiP2S6-1,InLiP2S6,LiIn(PS3)2,10,8.881784197001253e-17,-0.5386510052908328,2.2933780374639143,3.2885208694275843,Yes,c211,10,C2,Centered rectangular (oc),c211
1AlLiP2Se6-1,AlLiP2Se6,LiAl(PSe3)2,10,0.0,-0.4942500001135251,2.035986041233147,2.919466530896653,Yes,c211,10,C2,Centered rectangular (oc),c211
2AgCrAs2Te6-1,Ag2Cr2As4Te12,CrAg(Te3As)2,20,0.10202762577590252,0.005323097377140584,,,Unknown,p2/b11,16,P2/c,Rectangular (op),p2/b11
1CuSbP2Te6-1,CuP2SbTe6,CuSb(Te3P)2,10,0.12776668573671265,0.059790892169305464,,,Unknown,p3,65,P3,Hexagonal (hp),p3
1MoSeMn2Cl6-1,Mn2MoCl6Se,Mn2MoSeCl6,10,0.1120585837247658,-0.8479432610436426,,,Unknown,p1,1,P1,Oblique (mp),p1
1AuScP2S6-1,AuScP2S6,ScP2AuS6,10,0.03718801430918992,-0.589103292877882,1.572789563470939,,No,p312,67,P312,Hexagonal (hp),p312
1CuVP2S6-1,CuVP2S6,VCu(PS3)2,10,0.040162227707823475,-0.39129405521984567,0.30625509698015163,1.6581090369542797,Yes,c211,10,C2,Centered rectangular (oc),c211
1AgGaAs2Se6-1,AgGaAs2Se6,GaAg(AsSe3)2,10,0.11378584550681073,-0.13115939593847586,,,Unknown,p312,67,P312,Hexagonal (hp),p312
1AlLiAs2S6-1,AlLiAs2S6,LiAl(AsS3)2,10,0.12778478675381413,-0.46132141858502534,,,Unknown,c211,10,C2,Centered rectangular (oc),c211
1CuVAs2S6-1,CuVAs2S6,VCu(AsS3)2,10,0.20112915105566556,-0.21252428283396582,,,Unknown,c211,10,C2,Centered rectangular (oc),c211
2LiVAg2O6-1,Ag4Li2V2O12,LiV(AgO3)2,20,0.1283055733624799,-1.1101292140489327,,,Unknown,pm2_1n,32,Pmn2_1,Rectangular (op),pm2_1n
1CoNaP2Te6-1,CoNaP2Te6,NaCo(Te3P)2,10,0.16649846419752815,-0.15570455229811414,,,Unknown,p312,67,P312,Hexagonal (hp),p312
1AlNaSb2Se6-1,AlNaSb2Se6,NaAl(SbSe3)2,10,0.1601324874662101,-0.38743440147538166,,,Unknown,c211,10,C2,Centered rectangular (oc),c211
1BiCuP2Se6-1,BiCuP2Se6,CuBi(PSe3)2,10,0.0,-0.1824099701427606,1.0086883391795731,2.0601247418606587,Yes,p3,65,P3,Hexagonal (hp),p3
1CrCuP2Te6-1,CrCuP2Te6,CrCu(Te3P)2,10,0.1109963547245066,-0.03615483603629812,,,Unknown,c211,10,C2,Centered rectangular (oc),c211
2AgVAs2O6-1,Ag2V2As4O12,VAg(AsO3)2,20,0.4219244308258217,-1.0273252643006991,,,Unknown,p2/b11,16,P2/c,Rectangular (op),p2/b11
1IrRuP2S6-1,IrRuP2S6,P2IrRuS6,10,0.15341134381809746,-0.25576390609160315,,,Unknown,p3,65,P3,Hexagonal (hp),p3
1AuInAs2Te6-1,AuInAs2Te6,InTe6As2Au,10,0.167157056563597,0.049422571784483435,,,Unknown,p312,67,P312,Hexagonal (hp),p312
1GaNaP2O6-1,GaNaO6P2,NaGa(PO3)2,10,0.16110167730692204,-1.8804269555092277,,,Unknown,c211,10,C2,Centered rectangular (oc),c211
1CuGaP2Te6-1,CuGaP2Te6,GaCu(Te3P)2,10,0.16071901488835022,0.03113677617808861,,,Unknown,p312,67,P312,Hexagonal (hp),p312
1FeNaSb2O6-1,FeNaO6Sb2,NaFe(SbO3)2,10,0.18620434549776518,-1.2163685269880133,,,Unknown,p312,67,P312,Hexagonal (hp),p312
1AuBiAs2S6-1,AuBiAs2S6,BiAs2AuS6,10,0.10822407415379773,-0.07173407019604454,,,Unknown,p3,65,P3,Hexagonal (hp),p3
1AlNaSb2O6-1,AlNaO6Sb2,NaAl(SbO3)2,10,0.4985205738624817,-1.3754411902158317,,,Unknown,c211,10,C2,Centered rectangular (oc),c211
1AuCrP2S6-1,AuCrP2S6,CrP2AuS6,10,0.05687386268183396,-0.27470604412698163,0.7018594426011995,,No,p312,67,P312,Hexagonal (hp),p312
1AgGaAs2Te6-1,AgGaAs2Te6,GaAg(Te3As)2,10,0.15339451285132544,0.023662493947508523,,,Unknown,p312,67,P312,Hexagonal (hp),p312
1InLiP2O6-1,InLiO6P2,LiIn(PO3)2,10,0.16191954290723842,-1.8808945071153702,,,Unknown,c211,10,C2,Centered rectangular (oc),c211
2AuCrAs2Te6-1,Au2Cr2As4Te12,CrTe6As2Au,20,0.11186391895170629,0.003590989854868809,,,Unknown,p2/b11,16,P2/c,Rectangular (op),p2/b11
1BiCuAs2S6-1,BiCuAs2S6,CuBi(AsS3)2,10,0.0908333884679231,-0.11848297631363351,1.0615548564171866,2.2497691121241092,Yes,p3,65,P3,Hexagonal (hp),p3
1CuGaSb2Te6-1,CuGaSb2Te6,GaCu(SbTe3)2,10,0.24068015572875368,0.056132203429553586,,,Unknown,p312,67,P312,Hexagonal (hp),p312
1FSbS2O6-1,FO6S2Sb,SbS2O6F,10,0.317609689335001,-1.0018910946920514,,,Unknown,cm11,13,Cm,Centered rectangular (oc),cm11
1CuGaP2O6-1,CuGaO6P2,GaCu(PO3)2,10,0.29122760017210325,-1.4732709589216442,,,Unknown,p312,67,P312,Hexagonal (hp),p312
1FeLiP2Te6-1,FeLiP2Te6,LiFe(Te3P)2,10,0.18908821485392907,-0.12780534063172339,,,Unknown,p312,67,P312,Hexagonal (hp),p312
1AgAlP2S6-1,AgAlP2S6,AlAg(PS3)2,10,0.0,-0.4332364255064839,1.9332454299803021,3.1320799879793046,Yes,p312,67,P312,Hexagonal (hp),p312
1AuTlAs2Se6-1,AuTlAs2Se6,TlAs2AuSe6,10,0.15433578721437297,0.006110753561570448,,,Unknown,p312,67,P312,Hexagonal (hp),p312
1AgScSb2Se6-1,AgScSb2Se6,ScAg(SbSe3)2,10,0.15341018567575979,-0.4200635654922742,,,Unknown,p312,67,P312,Hexagonal (hp),p312
1FeLiAs2O6-1,FeLiAs2O6,LiFe(AsO3)2,10,0.3265562978563249,-1.0576951234839413,,,Unknown,p312,67,P312,Hexagonal (hp),p312
1FeNaP2S6-1,FeNaP2S6,NaFe(PS3)2,10,0.07345785607031843,-0.3978396310607003,,,Unknown,c211,10,C2,Centered rectangular (oc),c211
1AgGaAs2S6-1,AgGaAs2S6,GaAg(AsS3)2,10,0.1515356811575379,-0.12805994441661211,,,Unknown,p312,67,P312,Hexagonal (hp),p312
1LiPdAs2Se6-1,LiPdAs2Se6,LiAs2PdSe6,10,0.10477225261687177,-0.23843172269523052,,,Unknown,p312,67,P312,Hexagonal (hp),p312
1AlNaAs2Te6-1,AlNaAs2Te6,NaAl(Te3As)2,10,0.13297647275015606,-0.14622197403834533,,,Unknown,c211,10,C2,Centered rectangular (oc),c211
