uid,formula,n_atoms,gap_pbe,gap_hse_true,gap_hse_pred,uwbg
2BiPS3-2,BiPS3,10,1.0727399054593993,,2.31459379196167,False
2NNaRuSF5-1,NaRuSNF5,18,0.8424979517575562,,2.3131465911865234,False
2AuBrCdS-1,CdAuSBr,8,1.4579914971916796,,2.3127663135528564,False
4PPtSe-1,PPtSe,12,1.5029844507858274,2.4350978456488384,2.3109467029571533,False
1GaInBr2Se2-1,InGa(SeBr)2,6,1.5240468598070558,,2.3108561038970947,False
1GaLiP2Se6-1,LiGa(PSe3)2,10,1.4162916951918083,2.1881205612556256,2.3101911544799805,False
1CuTlP2S6-1,TlCu(PS3)2,10,0.1823377251174323,,2.309755325317383,False
2TiBr2S2-1,Ti(SBr)2,10,1.030501306222655,2.482252049566815,2.308621883392334,False
2AsIS-1,AsSI,6,1.6395430429877076,2.296951621268494,2.3068149089813232,False
2AlGeSe3-1,AlGeSe3,10,1.6452203032099417,2.408309085650762,2.3064286708831787,False
2ClIrS-2,IrSCl,6,1.1409868332076898,2.203770808154513,2.306191921234131,False
2ZrI2S2-1,Zr(SI)2,10,1.385801521345676,2.514132828762813,2.3054606914520264,False
1Ag2I2Te3P4-1,Ag2Te3(P2I)2,11,1.0152255382356472,,2.3038196563720703,False
2BiBr3-3,BiBr3,8,1.7434210527686802,2.5992283048536358,2.3036422729492188,False
4PSiTe-1,SiTeP,12,1.5242590421659248,2.2393462805564806,2.3021459579467773,False
2NiTeO3-1,NiTeO3,10,0.21686403710841518,2.2222512075166954,2.2995898723602295,False
1AuInF4-1,InAuF4,6,1.0527197748268682,2.1062605165932977,2.29944109916687,False
2As2Se3-1,As2Se3,10,1.734905208548024,2.5352705450270783,2.2993478775024414,False
1ClSSb-2,SbSCl,3,1.6685244495439737,2.3209784315139554,2.299119234085083,False
1FeIn2S4-1,In2FeS4,7,0.6660622124396611,,2.2984347343444824,False
2BrCdS-1,CdSBr,6,1.8735052049165573,2.7931332346677435,2.297910690307617,False
2GeHfS4-1,HfGeS4,12,1.2095868120645528,2.005763530412049,2.296555757522583,False
1AsClSe-1,AsSeCl,3,1.3734395298352309,2.0599710588294755,2.2964344024658203,False
2TlPt2S3-1,TlPt2S3,12,1.2532971875202457,2.0736135055545284,2.29638409614563,False
2AgBrHgTe-1,AgHgTeBr,8,1.3934330314301921,2.257306180199584,2.2960169315338135,False
2AgBrSe2-2,AgSe2Br,8,1.0946106298662182,,2.294853687286377,False
1HfS2-1,HfS2,3,1.2211274004437893,2.1480176087306377,2.2947702407836914,False
1HfPdCl6-1,HfPdCl6,8,0.8047332930153459,2.4592964508247994,2.2946901321411133,False
2BrClPt-1,PtBrCl,6,0.9485874395708298,2.254657276632199,2.293506383895874,False
2AuClHgS-1,HgAuSCl,8,1.0104775476097951,,2.292736053466797,False
4AuNaSe-1,NaAuSe,12,1.3916026673730997,1.9838683901192833,2.292724847793579,False
1ClIOV-1,VIClO,4,0.7026079205619336,2.1286601324427137,2.2924389839172363,False
1OSW-1,WSO,3,1.5025185854903196,2.2569736785857417,2.290342330932617,False
2InS-1,InS,4,1.6751470544013318,2.4308252492074818,2.2892582416534424,False
2SrSb2S4-1,Sr(SbS2)2,14,1.6072874043288814,,2.28715443611145,False
2AgIS2-1,AgS2I,8,1.1881447905227633,2.2234483007862336,2.286947727203369,False
2AgBr-4,AgBr,4,1.2772701025841355,,2.2868683338165283,False
2AgCdISe-1,CdAgSeI,8,1.2588363750983782,2.213757168414705,2.2867178916931152,False
2INbO2-1,NbIO2,8,1.1880844616578965,2.29497312387122,2.2849457263946533,False
2ClCuTe2-1,CuTe2Cl,8,0.8533488049947926,2.30784937019766,2.2847445011138916,False
2GaI3-1,GaI3,8,1.1525031155826637,1.8843814183655474,2.2846550941467285,False
2NbOBr2-1,NbBr2O,8,1.0381789909084982,1.922832307406365,2.282733678817749,False
1CuInP2S6-2,InCu(PS3)2,10,0.9488111133057093,,2.2791850566864014,False
2AuCdI3-1,CdAuI3,10,1.4208703076961715,2.278409349642539,2.2789530754089355,False
2CuCl2O6-1,Cu(ClO3)2,18,0.6965904723672507,,2.2777628898620605,False
2InPt2S3-1,InPt2S3,12,1.529826824831379,2.3055716077522384,2.2761998176574707,False
2AuFS2-1,AuS2F,8,1.2519258597658705,,2.2761895656585693,False
1ClMnSGe3Br6-1,MnGe3SBr6Cl,12,0.3152256126921533,,2.275959014892578,False
2CRbTeH3S3-1,RbTeH3CS3,18,1.4772461668455068,,2.2749452590942383,False
4CuFS-1,CuSF,12,0.9851647880739804,1.6464766149485381,2.2749366760253906,False
1Au2I2Se3P4-1,P4Au2Se3I2,11,1.347766009841021,2.1721487909551462,2.2748003005981445,False
2GeZrS4-1,ZrGeS4,12,1.0883840418927995,1.953886085828569,2.2743771076202393,False
2InS-2,InS,4,1.6042708260070087,2.354057785165126,2.2739064693450928,False
2AgClHgSe-1,AgHgSeCl,8,1.3481294007517737,2.3616345568501713,2.273827075958252,False
2FPt-1,PtF,4,0.8112961997298591,2.1650046211579683,2.272404670715332,False
1AgGeF6-1,AgGeF6,8,0.5747627107468887,2.5530257005823582,2.2719669342041016,False
1IO2V2Br3-1,V2IBr3O2,8,0.8302755681650278,1.8571923157448993,2.2717926502227783,False
2CdTeH2S4-1,CdTe(HS2)2,16,1.8773488612055593,,2.2706656455993652,False
2AgI-4,AgI,4,1.1459910352475586,,2.2699077129364014,False
4AuClSe-1,AuSeCl,12,1.4526473131980033,2.230071145721691,2.2696781158447266,False
1Br2Cu2Se3Sb4-1,Cu2Sb4Se3Br2,11,0.9106569411280732,2.471799762304417,2.2687106132507324,False
1TiZr3S8-1,Zr3TiS8,12,0.9966615206633227,2.157184691309798,2.2680094242095947,False
1SeSn-1,SnSe,2,2.176639794741175,2.7880554455028292,2.2677161693573,False
1BrClIr2S2-1,Ir2S2BrCl,6,1.0893529058093325,2.127329847226374,2.266818046569824,False
1HfNiBr6-1,HfNiBr6,8,1.355200966050786,,2.2648332118988037,False
1ZrTi3S8-1,ZrTi3S8,12,0.8489842306298394,2.094989713048994,2.264568567276001,False
2ClCuHgS-1,CuHgSCl,8,0.7917625204408663,2.3456947631603433,2.2642078399658203,False
2CrI3-1,CrI3,8,0.8906930450962061,2.091468482556323,2.263301134109497,False
1BrClI2O2V2-1,V2I2BrClO2,8,0.74924851666392,2.5899098042627027,2.263240337371826,False
1GeBr2-3,GeBr2,3,1.3021851264695639,2.0013450429360575,2.2619407176971436,False
2ClRhSe-1,RhSeCl,6,1.092429743952812,2.270563343416535,2.26173996925354,False
2AgF-2,AgF,4,0.49761194632282413,1.809729494697217,2.2613906860351562,False
1BrClCd2S2-1,Cd2S2BrCl,6,1.071939707047074,1.9814037329365655,2.260819673538208,False
1HfZr3S8-1,HfZr3S8,12,1.1535503527525826,2.1575132780424737,2.2594735622406006,False
2ClCuHgSe-1,CuHgSeCl,8,0.8333741578974041,2.302549838276851,2.2591207027435303,False
2GeInS3-1,InGeS3,10,1.6407185663376307,2.42868339584788,2.2590408325195312,False
1SnS2-1,SnS2,3,1.5874637779702907,2.3606727440800466,2.2586894035339355,False
1MnNa2P2F3O7-1,Na2MnP2O7F3,15,0.034759001346003515,,2.2562952041625977,False
1MgGa2S4-1,Mg(GaS2)2,7,1.1281272595153888,2.150661140100558,2.254044771194458,False
2Al2Se3-1,Al2Se3,10,2.2037886748015065,3.0099031179756226,2.2539379596710205,False
1Ag2I2Te3Sb4-1,Ag2Sb4Te3I2,11,1.002463261126568,,2.2539024353027344,False
1BrIOV-1,VIBrO,4,0.7398535270888362,2.1116799616053243,2.2529962062835693,False
1BrISeV-1,VSeIBr,4,0.8473415965045956,2.3226800538912875,2.252565383911133,False
2TlBr3-1,TlBr3,8,1.661320161832176,2.546267704643963,2.2509236335754395,False
3FIn-1,InF,6,1.630565750962877,2.2105569279961665,2.25011944770813,False
2CdCuITe-1,CdCuTeI,8,1.1505276956169432,2.486283566158969,2.249760150909424,False
6AuI-2,AuI,12,1.5072535839635552,2.232212691205107,2.249441146850586,False
2GaGeS3-1,GaGeS3,10,1.5509701068453277,2.3305902849977724,2.2493879795074463,False
2BiI3-1,BiI3,8,1.3769780431671466,2.1057735713800456,2.249307155609131,False
2ClCuNC3F4-1,CuC3NClF4,20,0.41226952834720443,2.305718428784305,2.248870611190796,False
2BrCuTe2-1,CuTe2Br,8,0.8727809729858376,2.2990977805411936,2.248051881790161,False
4PtI2-1,PtI2,12,1.2248896505889335,2.212097415686374,2.247157096862793,False
1AgAuBr4-1,AgAuBr4,6,0.5474059446348409,1.7349315813317907,2.2464511394500732,False
1AgMnAu2I3Se3-1,MnAgAu2(SeI)3,10,0.14949592253131527,0.6744607529432893,2.2463505268096924,False
1MoAg2S4-1,Ag2MoS4,7,0.9404271184132311,2.14747096580248,2.2454593181610107,False
2ClCuNC3H4-1,CuH4C3NCl,20,0.8129384595106641,,2.244896411895752,False
2SnI2-1,SnI2,6,1.5267630134561974,2.1778097294612913,2.2442378997802734,False
6AgI2-1,AgI2,18,1.1234992397600276,1.95635938183172,2.24420166015625,False
2GaI-1,GaI,4,1.7864840664107602,2.3994288546234537,2.24338960647583,False
1STa3F7-1,Ta3SF7,11,0.9597025769840788,1.7987013928879922,2.2428648471832275,False
1AsFSe-1,AsSeF,3,2.0887123045467173,,2.242384910583496,False
2PI3-1,PI3,8,1.81224084578034,,2.240621566772461,False
2PdCl2-1,PdCl2,6,0.8664779438473174,,2.2405686378479004,False
1CuPbF6-1,CuPbF6,8,0.5171648986786517,,2.239665985107422,False
2AgF-3,AgF,4,0.5554658147731568,2.4754459300139935,2.239631414413452,False
1WO2-1,WO2,3,1.3403824808745433,2.0968675991813504,2.2392330169677734,False
1WS2-1,WS2,3,1.5336240776237322,2.0549285900066074,2.238734722137451,False
4KTeS2-1,KTeS2,16,1.3732904672298498,,2.237915515899658,False
2ZrS3-1,ZrS3,8,1.1818621131210456,2.202288934932432,2.2370457649230957,False
1TeCd2I2-1,Cd2TeI2,5,1.9062345027845957,2.6586813453801432,2.236692428588867,False
2AlSeSi-1,AlSiSe,6,1.580655292295068,2.186929358289026,2.236534595489502,False
4PdBr2-1,PdBr2,12,1.1478696037838398,2.3698908920750843,2.2355551719665527,False
2MoI3-1,MoI3,8,0.976534823129736,2.5090008937551853,2.235090970993042,False
2ClCuHgTe-1,CuHgTeCl,8,0.8971151284524264,2.057683625142096,2.2347464561462402,False
1ClSSb-1,SbSCl,3,1.316284318483674,1.992605921000035,2.2343499660491943,False
1NiAl2S4-2,Al2NiS4,7,0.1872243667715704,2.1487455205247814,2.2339084148406982,False
2OZn-1,ZnO,4,1.408805737032452,,2.232602834701538,False
1AgBrPdCl5-1,AgPdBrCl5,8,0.2644156570313081,1.1323696892866204,2.232351064682007,False
1PdZrBr6-1,ZrPdBr6,8,0.627815833932071,1.9736963003367425,2.23232102394104,False
1Al2Se5-1,Al2Se5,7,1.4754926092217455,,2.231998920440674,False
4NaTeS2-1,NaTeS2,16,1.3786885752963114,,2.231714963912964,False
1MgAl2Se4-1,Mg(AlSe2)2,7,1.064331903932948,1.983518886245092,2.231553554534912,False
2AgCdClSe-1,CdAgSeCl,8,1.0429149691396105,2.0812061222120017,2.23105525970459,False
2AgFHgS-1,AgHgSF,8,1.2566849134225029,,2.229989528656006,False
2AgBr3-3,AgBr3,8,1.1988742472699903,,2.2261948585510254,False
2BrIrS-2,IrSBr,6,1.0561665355348175,2.0653479618219506,2.2261531352996826,False
2GeS-1,GeS,4,1.7137806305009027,2.3721251930701546,2.2259016036987305,False
1SSeGe2-1,Ge2SeS,4,1.2620405552323812,1.7656388868621145,2.224640369415283,False
1CdI2-3,CdI2,3,1.4900869929679814,2.2947577099620884,2.224151372909546,False
4AuClHS-1,HAuSCl,16,1.2221476139502192,2.095302890208389,2.2230470180511475,False
4SSn-1,SnS,8,1.737077338774285,2.4262673045041216,2.220097780227661,False
2ClRhS-1,RhSCl,6,1.0633875594029067,2.2699064183552333,2.2197837829589844,False
2AuPbI3-1,PbAuI3,10,1.2556085266074586,2.1347926874591927,2.2188000679016113,False
1HgF2-3,HgF2,3,1.3331737626697935,,2.21802020072937,False
1BrHVO2-1,VHBrO2,5,0.4732045365376867,2.2820467612194815,2.2172868251800537,False
2GaSeSi-1,GaSiSe,6,1.4117458278560373,2.0771230589568357,2.2172465324401855,False
2AgBrCdTe-1,CdAgTeBr,8,1.242189586928709,2.11363621412074,2.2138781547546387,False
2BrCuHgTe-1,CuHgTeBr,8,0.97597420197684,2.1663285586270833,2.2134642601013184,False
4IInTe-1,InTeI,12,1.7319850334131117,2.4441028506312663,2.2128500938415527,False
1AgCl3-1,AgCl3,4,0.8947986107944534,,2.2115328311920166,False
2In2S3-2,In2S3,10,1.7234687057101055,2.512224541852243,2.208584785461426,False
1Ag2Br2Te3As4-1,Ag2Te3(As2Br)2,11,1.2200090998944564,,2.207904100418091,False
1BrClS4I6In8-1,In8S4I6BrCl,20,1.2835715049716294,1.9647256397442923,2.206511974334717,False
2NNaOsSF5-1,NaOsSNF5,18,0.8099505681079249,,2.204623222351074,False
1ZrHf3S8-1,Hf3ZrS8,12,1.1629922110162703,2.128170304407356,2.2045304775238037,False
2PtSeO3-2,PtSeO3,10,0.8283966163727097,2.187488991516601,2.204468250274658,False
2AgFS2-1,AgS2F,8,1.3541527150552004,1.989611867628037,2.2043073177337646,False
4PdI2-1,PdI2,12,1.069250322077301,2.0172619833021317,2.204117774963379,False
1AgGeSeCl3-1,AgGeSeCl3,6,1.8494679525378719,,2.2028958797454834,False
2AuSbS3-1,SbAuS3,10,1.2261957312987586,2.045926817373653,2.2028450965881348,False
2BaBi2S4-1,Ba(BiS2)2,14,1.435680904944247,2.3134386577469677,2.2021644115448,False
2AgI3-1,AgI3,8,1.091752203461644,,2.202007293701172,False
2BrRhSe-1,RhSeBr,6,1.0230572583694282,2.1396173896965265,2.2017109394073486,False
2FRhTe-1,TeRhF,6,0.9416880764959008,2.1147648284943856,2.2016947269439697,False
2AgBrHgSe-1,AgHgSeBr,8,1.2841450129522198,2.2663964402787933,2.1996216773986816,False
2FRhSe-1,RhSeF,6,0.9701876095378101,2.223074154333951,2.199469804763794,False
1NiAl2S4-1,Al2NiS4,7,0.33308898784999796,2.3632821157089525,2.199254035949707,False
1InNaAs2Se6-1,NaIn(AsSe3)2,10,1.3357582604905085,2.120837075683529,2.1987128257751465,False
2BrRhS-2,RhSBr,6,1.0039134320418577,2.135486147220739,2.1977267265319824,False
6FIn-2,InF,12,1.6697828938586303,,2.197551727294922,False
4AsPtS-1,AsPtS,12,1.3127735645194836,2.0613638503333185,2.197368860244751,False
8FIn-1,InF,16,1.6291407812426826,,2.1970736980438232,False
2FIrSe-1,IrSeF,6,1.0683630112465146,2.17161220650661,2.1954283714294434,False
1SiS2-2,SiS2,3,1.3827338811558196,2.2164711320578667,2.19535493850708,False
2AuF2-1,AuF2,6,0.038992458973792665,,2.1921443939208984,False
2CuHgISe-1,CuHgSeI,8,0.7711959613056245,1.9633438194435877,2.1920409202575684,False
1AsBrS-1,AsSBr,3,1.3869551694571642,2.0371424951437938,2.191647529602051,False
2ClISn-1,SnICl,6,1.8619105073229631,,2.1878585815429688,False
1MnMoO2Cl4-1,MnMo(Cl2O)2,8,0.5308103162099602,,2.1877236366271973,False
2BrGaSe-2,GaSeBr,6,1.2098208069892364,2.293940903309383,2.186842679977417,False
1In2Mg2S5-1,Mg2In2S5,9,1.2976411735681783,2.2701813148939163,2.186422348022461,False
1MoCu2Se4-1,Cu2MoSe4,7,0.8949262926285204,2.123565422884976,2.185969829559326,False
1AuGaP2S6-1,GaP2AuS6,10,0.7535372977538568,,2.1855781078338623,False
2PtBr3-1,PtBr3,8,0.005362349737579208,,2.18514084815979,False
4FSbSrS2-1,SrSbS2F,20,1.5263494412558347,2.0915079441113678,2.1844723224639893,False
2PtBr2-1,PtBr2,6,0.8800688941679689,2.118140716641932,2.184237241744995,False
2GaSe-3,GaSe,4,1.6090940802801192,2.259203623403881,2.1835968494415283,False
2PdTeO3-2,TePdO3,10,1.001393121299964,2.5088126695585835,2.183181047439575,False
2LiVAu2O6-1,LiV(AuO3)2,20,0.5247167837429725,2.301758911266141,2.182363510131836,False
1SI2Mn2-1,Mn2SI2,5,0.03710180528554638,2.219087085511189,2.1818974018096924,False
2BrCuHgSe-1,CuHgSeBr,8,0.8117367748735012,2.252507638474187,2.1811795234680176,False
1Cl2Ni2Ba3O5-1,Ba3Ni2Cl2O5,12,0.025891146908362472,,2.181137800216675,False
2GaTlO3-1,TlGaO3,10,1.0471357251565427,2.0295558374867175,2.1804144382476807,False
2TiZrS4-1,ZrTiS4,12,0.8454465561876532,2.0130953774479607,2.17950701713562,False
2NaSe2O6-1,Na(SeO3)2,18,0.3151622895091837,,2.178173542022705,False
2AlAsS3-1,AlAsS3,10,1.1391058561151084,1.7830918383858538,2.1767942905426025,False
1MnSSnBr2-1,MnSnSBr2,5,0.5017897058480062,,2.176506519317627,False
1STeI2In2-1,In2TeSI2,6,0.8331602774149631,1.5563774742479246,2.1760764122009277,False
2ClRhTe-1,TeRhCl,6,1.038226318428372,2.1128404694835727,2.17598032951355,False
2CrCuP2S6-2,CrCu(PS3)2,20,0.3973057241446152,,2.1748998165130615,False
2AgIBr2-1,AgIBr2,8,1.0935188287529574,2.062597146787903,2.1737093925476074,False
1CuSnF6-1,CuSnF6,8,0.5034087100890003,,2.1736035346984863,False
2GeSe-2,GeSe,4,1.7435158762553535,2.4362977125782117,2.1728768348693848,False
2FInSe-1,InSeF,6,1.8496628778158946,,2.172152042388916,False
1Ag2Cl2Te3As4-1,Ag2Te3(As2Cl)2,11,1.3243807138681039,,2.171382427215576,False
1OZrBr2-1,ZrBr2O,4,1.0475969077218084,2.245050461752524,2.170945644378662,False
2GaISe-1,GaSeI,6,1.1516240765815722,2.003280907835045,2.170492172241211,False
1SNb3F7-1,Nb3SF7,11,0.9636364588626583,1.8722522956083236,2.1696763038635254,False
2CuFHgS-1,CuHgSF,8,0.4962891707244692,,2.16742205619812,False
4PPdS-1,PPdS,12,1.1949967879016565,2.0904344386127454,2.1669468879699707,False
2FTeNa3S4-1,Na3TeS4F,18,1.3427647861158136,,2.166919231414795,False
1MoW3S8-1,MoW3S8,12,1.5318072995695844,2.064416252054782,2.166588306427002,False
1AuBiP2S6-1,BiP2AuS6,10,1.4405100483714541,2.2148288947992856,2.1650238037109375,False
2InI2-1,InI2,6,0.8019404875471245,,2.1633176803588867,False
2ClIn-4,InCl,4,1.5516733013774267,2.037390286915108,2.162958860397339,False
2RbF3N3O3-1,RbN3(OF)3,20,0.702576348805799,,2.1629550457000732,False
2AgCdClTe-1,CdAgTeCl,8,1.2931161635349078,2.153294528393944,2.1617820262908936,False
1BrCoSe-1,CoSeBr,3,0.9041746158316216,2.1531790590415563,2.1613097190856934,False
2CuFHgSe-1,CuHgSeF,8,0.5234881293164708,2.0025725641079926,2.159907579421997,False
2CuINC3F4-1,CuC3INF4,20,0.2177321473693219,1.621438314877937,2.159702777862549,False
3AuI-2,AuI,6,1.430193225565541,,2.1595160961151123,False
4ClSbSrSe2-1,SrSbSe2Cl,20,1.4094206098522208,2.14385457795282,2.159228563308716,False
2AlSiTe3-1,AlSiTe3,10,1.1145255929465998,1.6725993338562848,2.1591031551361084,False
1Ag2I2Te3As4-1,Ag2Te3(As2I)2,11,0.9806481942695684,,2.1583681106567383,False
1AgInP2S6-1,InAg(PS3)2,10,1.317293751322512,2.3653077633070336,2.157989263534546,False
2IrI3-1,IrI3,8,1.3583279291195096,2.44952720392535,2.1577725410461426,False
1ZrS2-2,ZrS2,3,0.9645436450701379,2.0227028863463703,2.1576614379882812,False
2LiRbS-1,RbLiS,6,1.26535112717059,2.0876430761776774,2.1567087173461914,False
1InSScSeI2-1,ScInSeSI2,6,1.110920313220647,1.894293981231975,2.155670404434204,False
1Zn11Cl16-1,Zn11Cl16,27,1.4208655810928366,2.1272667149061144,2.155473232269287,False
1CCl2Sc2-1,Sc2CCl2,5,0.8829734436116761,1.9068414588953282,2.1553940773010254,False
2InSSi-1,InSiS,6,1.5172016464741669,2.2054296241545233,2.1547529697418213,False
2AgCdITe-1,CdAgTeI,8,1.193274500433549,2.046804961470954,2.154496192932129,False
2YCl2Se2-1,Y(SeCl)2,10,1.2868292143749454,,2.1533145904541016,False
2BrCuNC3F4-1,CuC3BrNF4,20,0.34618400889636813,2.093435520930103,2.1531167030334473,False
2KF3N3O3-1,KN3(OF)3,20,0.658634576031393,,2.1526453495025635,False
1AgCrP2S6-1,CrAg(PS3)2,10,1.009853264090903,2.0120057332509953,2.152386426925659,False
2CrBr2-1,CrBr2,6,0.4948373258840997,2.6000210598630775,2.152323007583618,False
1HfIrCl2Br4-1,HfIr(Br2Cl)2,8,0.6962638390022977,2.1248984853188944,2.1509244441986084,False
2BrHg-1,HgBr,4,1.5219565887362576,2.2368706866724466,2.1505627632141113,False
1BiFS-1,BiSF,3,1.4474776408035228,2.255408567311418,2.1503543853759766,False
2TlI3-1,TlI3,8,1.0809633257392028,,2.1492652893066406,False
1GaMnCl2Br4-1,MnGa(Br2Cl)2,8,0.42559296666203084,1.8321204227178454,2.149158239364624,False
4AsFSrSe2-1,SrAsSe2F,20,1.355571902382975,1.9763555398207426,2.1440842151641846,False
1CCl2Y2-1,Y2CCl2,5,0.9606295040682515,1.7633177071617503,2.1430673599243164,False
1AgVP2S6-1,VAg(PS3)2,10,0.3706764295470859,2.05389604139729,2.141056537628174,False
1GeZnBr2Se2-1,ZnGe(SeBr)2,6,0.8041089114344091,1.5005396054273563,2.1403310298919678,False
4ReS2-1,ReS2,12,1.2721067339872911,1.8536207076779796,2.1367406845092773,False
2ScCl2S2-1,Sc(SCl)2,10,1.5313802623914774,2.3879054838195417,2.1355092525482178,False
2ClNTi-1,TiNCl,6,0.6197210363587831,2.0923398281946506,2.135352373123169,False
2In2S3-1,In2S3,10,1.7397353703707297,2.5810346258066135,2.134528398513794,False
2GaSSi-1,GaSiS,6,1.1397196939240843,1.808148076837551,2.1328656673431396,False
1BiHTe2S6-1,BiTe2HS6,10,1.342191694212763,,2.1318159103393555,False
2AsPbS3-1,AsPbS3,10,1.169535241229742,,2.1314241886138916,False
2ZrS2-2,ZrS2,6,1.1279807126114034,2.154200467057194,2.127957344055176,False
1CaSn3Br4S4-1,CaSn3(SBr)4,12,0.7116596134980941,1.3038272371015813,2.1265475749969482,False
6AuI-1,AuI,12,1.0792959237041442,1.7034054648996437,2.1234958171844482,False
2CrCuO4-1,CrCuO4,12,0.11985499936130406,,2.118880033493042,False
1P2Ni3Se8-1,Ni3(PSe4)2,13,0.6999412689683178,1.9758756136377245,2.114579677581787,False
2TeZn-1,ZnTe,4,0.5445857993032709,1.2938448405431962,2.1136796474456787,False
2AuS-1,AuS,4,1.2163392281134509,2.010075119298491,2.113567590713501,False
1AgMoBr4-1,AgMoBr4,6,0.44345913159705774,2.16597928261703,2.112056255340576,False
2AgHgIS-1,AgHgSI,8,1.0995649957021891,2.008856000898704,2.1118338108062744,False
2CuISe2-1,CuSe2I,8,0.7907959436364227,2.0992287120099764,2.1105804443359375,False
2BrFPd-1,PdBrF,6,0.7137729736915408,2.1366706796386694,2.1100540161132812,False
1ClISSeGa2-1,Ga2SeSICl,6,0.8914895149997271,1.776946088385527,2.109771490097046,False
1Al2Se3-2,Al2Se3,5,1.4756406235980604,,2.108731508255005,False
4PPdSe-1,PPdSe,12,1.1030545647612664,1.9628098912174876,2.1086199283599854,False
2MoWS4-1,MoWS4,12,1.5320569964783797,2.0615147475903943,2.1074366569519043,False
2FeF3-1,FeF3,8,1.251197786379417,,2.1071150302886963,False
4AuBrTe-1,TeAuBr,12,1.2927953226184088,1.8600621262859165,2.1059012413024902,False
1AgSbAs2S6-1,AgSb(AsS3)2,10,1.1103503550728706,1.842751033809071,2.1046199798583984,False
2BrInSe-3,InSeBr,6,1.230333427952256,1.8869651080120204,2.102614402770996,False
2CdCuFS-1,CdCuSF,8,0.6876052646456348,,2.102433204650879,False
2PdF2-3,PdF2,6,0.08602461120581983,,2.1001970767974854,False
2AuCdITe-1,CdTeAuI,8,0.8242496877768843,1.5012204984817976,2.0990371704101562,False
2CuFSe2-1,CuSe2F,8,0.8795787861713062,2.2701616880024496,2.098844051361084,False
1AlCuP2Se6-1,AlCu(PSe3)2,10,0.9534563132039398,,2.0982532501220703,False
1NiPdF6-1,NiPdF6,8,0.42359806498885977,2.061489104177938,2.0979182720184326,False
1BiClS-1,BiSCl,3,1.0018770876103855,1.7449209583971834,2.0974795818328857,False
1PbI2-2,PbI2,3,1.5770685538707858,2.4039240888589157,2.096329689025879,False
1AgBiAs2S6-1,AgBi(AsS3)2,10,1.2885119478192721,,2.0939595699310303,False
1ClSSePt4Br5-1,Pt4SeSBr5Cl,12,0.39115773343277205,,2.0939018726348877,False
2BeNNa-1,NaBeN,6,0.004782987008777634,,2.093289852142334,False
1AsBrSe-1,AsSeBr,3,1.227943332540165,1.8391525816641887,2.0927023887634277,False
2PbI2-1,PbI2,6,1.2258045458107854,1.964729675929719,2.0924768447875977,False
2PdS2-1,PdS2,6,1.1198988050409382,2.014844453906189,2.0916035175323486,False
4SbSiTe-1,SiSbTe,12,1.3598264660983483,1.9658621640638632,2.0911173820495605,False
2AgNiI3-1,NiAgI3,10,0.2628896500511164,2.047421712342108,2.090458393096924,False
4ReS2-2,ReS2,12,0.9770181733450133,1.5702282318371306,2.0900936126708984,False
2TaCl2Se2-1,Ta(SeCl)2,10,0.9390155359234327,1.6467410892786036,2.0873522758483887,False
2FeAs2Br2O3-1,FeAs2Br2O3,16,0.21100150403648543,,2.0862326622009277,False
1BrIrSe-1,IrSeBr,3,1.2596307987191022,2.257301377458793,2.0855932235717773,False
1ZrS2-1,ZrS2,3,1.1591954974296987,2.1674626829675745,2.084451198577881,False
1CoHO2-1,CoHO2,4,0.10634055189029601,,2.083756923675537,False
4BrCuHO-1,CuHBrO,16,0.3388690229578293,2.1431313625551573,2.0827391147613525,False
1HfZrPd2I4S4-1,HfZrPd2(SI)4,12,0.9513460925577348,1.9251443010922653,2.0825212001800537,False
2ClIrTe-2,TeIrCl,6,1.0961527187002016,2.0497440263204902,2.0813956260681152,False
2BrCuHgS-1,CuHgSBr,8,0.7754348877252495,2.1005085742390315,2.0808002948760986,False
2SSn-1,SnS,4,1.4140275314202837,1.9865449305244196,2.0805654525756836,False
2AlHSe2-1,AlHSe2,8,1.3451161417472535,,2.080336570739746,False
1AuScP2S6-1,ScP2AuS6,10,1.572789563470939,,2.080063819885254,False
1CuScP2Se6-1,ScCu(PSe3)2,10,0.8333926327712966,,2.0799126625061035,False
2AsMgSe3-1,MgAsSe3,10,1.3118038403691124,2.1352667445888964,2.079744338989258,False
2ScBr2Se2-1,Sc(SeBr)2,10,1.2773165161217357,2.0205454149136868,2.07881236076355,False
1INbSeZrBr2S2-1,ZrNbSeS2IBr2,8,1.2121030420888548,2.1424016569111957,2.0785977840423584,False
2BrCoI-1,CoIBr,6,0.08326257243509527,2.2142320935387314,2.0785059928894043,False
1MoCu2S4-1,Cu2MoS4,7,1.1697355401094536,2.616577346776044,2.076671600341797,False
2ClInSe-3,InSeCl,6,1.0669385663955748,1.7471837025861665,2.076476573944092,False
3BiBr3-1,BiBr3,12,0.9492067448833006,,2.0764195919036865,False
1Ga2Se5-1,Ga2Se5,7,1.4490757877947664,,2.074965000152588,False
2AuClS2-2,AuS2Cl,8,0.958368577001453,,2.0747504234313965,False
1BrIPt-1,PtIBr,3,0.840855160469486,,2.0731735229492188,False
1IRhSe-1,RhSeI,3,0.5448386251380836,1.4253816188724806,2.0728678703308105,False
