epoch,step,test_MAE,test_RMSE,test_Total_Loss,train_MAE,train_RMSE,train_Total_Loss,val_MAE,val_RMSE,val_Total_Loss
41,1931,,,,0.2776564955711365,0.3712521195411682,0.13915792107582092,,,
42,1977,,,,,,,0.36655619740486145,0.5163254141807556,0.2703491151332855
42,1977,,,,0.27408498525619507,0.36766475439071655,0.13640429079532623,,,
43,2023,,,,,,,0.35977649688720703,0.5108480453491211,0.2647932767868042
43,2023,,,,0.2714969515800476,0.36377662420272827,0.1336689442396164,,,
44,2069,,,,,,,0.3603900372982025,0.5114523768424988,0.2652343511581421
44,2069,,,,0.26815345883369446,0.35979971289634705,0.13087786734104156,,,
45,2115,,,,,,,0.36187753081321716,0.5110102891921997,0.2649306058883667
45,2115,,,,0.26548752188682556,0.35505208373069763,0.1281048059463501,,,
46,2161,,,,,,,0.3605514466762543,0.5117008686065674,0.2653290927410126
46,2161,,,,0.26301607489585876,0.35259324312210083,0.12596875429153442,,,
47,2207,,,,,,,0.3585221469402313,0.5095756649971008,0.2631642818450928
47,2207,,,,0.26144126057624817,0.35045889019966125,0.1244790256023407,,,
48,2253,,,,,,,0.358907550573349,0.5094056725502014,0.2631377875804901
48,2253,,,,0.25802847743034363,0.346064954996109,0.12143229693174362,,,
49,2299,,,,,,,0.363656222820282,0.5125618577003479,0.26629936695098877
49,2299,,,,0.255234956741333,0.3434739112854004,0.11906518042087555,,,
50,2345,,,,,,,0.35727566480636597,0.5074626803398132,0.2611394226551056
50,2345,,,,0.2545250356197357,0.34068211913108826,0.11782003939151764,,,
51,2391,,,,,,,0.3561108410358429,0.5060505867004395,0.2601451277732849
51,2391,,,,0.2515328526496887,0.3379805386066437,0.11546555906534195,,,
52,2437,,,,,,,0.3559536635875702,0.5054827928543091,0.2592797875404358
52,2437,,,,0.25040924549102783,0.3372059464454651,0.11480886489152908,,,
53,2483,,,,,,,0.35618239641189575,0.5048861503601074,0.2585911452770233
53,2483,,,,0.2472430020570755,0.3324744403362274,0.111968033015728,,,
54,2529,,,,,,,0.35249584913253784,0.5039540529251099,0.2576444149017334
54,2529,,,,0.24472030997276306,0.32924214005470276,0.10992573201656342,,,
55,2575,,,,,,,0.3554852306842804,0.5035232305526733,0.2575121819972992
55,2575,,,,0.24249167740345,0.32605525851249695,0.10787782073020935,,,
56,2621,,,,,,,0.3526020646095276,0.5028798580169678,0.2564491033554077
56,2621,,,,0.24020548164844513,0.32311052083969116,0.10587899386882782,,,
57,2667,,,,,,,0.3497198820114136,0.500507652759552,0.25414416193962097
57,2667,,,,0.23794566094875336,0.3202149271965027,0.10423805564641953,,,
58,2713,,,,,,,0.3523278832435608,0.5008618831634521,0.25476017594337463
58,2713,,,,0.23642465472221375,0.3187306821346283,0.10293598473072052,,,
59,2759,,,,,,,0.34889501333236694,0.4990631341934204,0.25316062569618225
59,2759,,,,0.2357686161994934,0.31752267479896545,0.10220962762832642,,,
60,2805,,,,,,,0.34639492630958557,0.4950404763221741,0.24896550178527832
60,2805,,,,0.23357151448726654,0.31529560685157776,0.10049109905958176,,,
61,2851,,,,,,,0.34936267137527466,0.4990318715572357,0.25276902318000793
61,2851,,,,0.23066826164722443,0.311581552028656,0.09824454039335251,,,
62,2897,,,,,,,0.34626686573028564,0.4963715076446533,0.2501956820487976
62,2897,,,,0.2298862636089325,0.309291273355484,0.09700427204370499,,,
63,2943,,,,,,,0.3462412357330322,0.4957275092601776,0.2494344562292099
63,2943,,,,0.22655032575130463,0.3058497905731201,0.09484333544969559,,,
64,2989,,,,,,,0.34570106863975525,0.4950796663761139,0.2488141506910324
64,2989,,,,0.22602254152297974,0.30366435647010803,0.09364891052246094,,,
65,3035,,,,,,,0.34354493021965027,0.49360179901123047,0.24746465682983398
65,3035,,,,0.225504070520401,0.30508291721343994,0.09420648962259293,,,
66,3081,,,,,,,0.34627529978752136,0.49317529797554016,0.24664652347564697
66,3081,,,,0.22133111953735352,0.2988932430744171,0.09069447964429855,,,
67,3127,,,,,,,0.3425704538822174,0.49272674322128296,0.24639984965324402
67,3127,,,,0.22045619785785675,0.2966369688510895,0.08937705308198929,,,
68,3173,,,,,,,0.3423274755477905,0.4931503236293793,0.2468002438545227
68,3173,,,,0.2177518755197525,0.2942683696746826,0.08794672787189484,,,
69,3219,,,,,,,0.34068259596824646,0.48985546827316284,0.2436240315437317
69,3219,,,,0.2157408595085144,0.29163849353790283,0.0863497406244278,,,
70,3265,,,,,,,0.33986571431159973,0.48959773778915405,0.24348551034927368
70,3265,,,,0.21432611346244812,0.2897837460041046,0.08506538718938828,,,
71,3311,,,,,,,0.34319746494293213,0.4904731214046478,0.24401620030403137
71,3311,,,,0.21328100562095642,0.28732773661613464,0.08406852930784225,,,
72,3357,,,,,,,0.3390876352787018,0.4902377426624298,0.2441384643316269
72,3357,,,,0.21094007790088654,0.2851564288139343,0.0823260024189949,,,
73,3403,,,,,,,0.3416936695575714,0.4920024573802948,0.24572136998176575
73,3403,,,,0.21002095937728882,0.28288501501083374,0.08163966238498688,,,
74,3449,,,,,,,0.34133628010749817,0.4916594326496124,0.24533458054065704
74,3449,,,,0.20833981037139893,0.2820695638656616,0.08071739971637726,,,
75,3495,,,,,,,0.34167641401290894,0.48803621530532837,0.24186284840106964
75,3495,,,,0.20773369073867798,0.28060126304626465,0.07980198413133621,,,
76,3541,,,,,,,0.3413938879966736,0.49047642946243286,0.2442122846841812
76,3541,,,,0.20546172559261322,0.2780114710330963,0.07806273549795151,,,
77,3587,,,,,,,0.3376847505569458,0.485725998878479,0.23986782133579254
77,3587,,,,0.20385624468326569,0.2749720513820648,0.0765528529882431,,,
78,3633,,,,,,,0.3344981372356415,0.48270392417907715,0.23675501346588135
78,3633,,,,0.20269663631916046,0.2728577256202698,0.07514949887990952,,,
79,3679,,,,,,,0.34062543511390686,0.486317902803421,0.24033957719802856
79,3679,,,,0.20182786881923676,0.27253618836402893,0.07495232671499252,,,
80,3725,,,,,,,0.3338718116283417,0.4810324013233185,0.2357930988073349
80,3725,,,,0.20055611431598663,0.26894891262054443,0.0730944573879242,,,
81,3771,,,,,,,0.3339901268482208,0.482167512178421,0.23639610409736633
81,3771,,,,0.1989191770553589,0.26552167534828186,0.07116543501615524,,,
82,3817,,,,,,,0.33284828066825867,0.4804837107658386,0.23492105305194855
82,3817,,,,0.19722044467926025,0.2635916471481323,0.0701652243733406,,,
83,3863,,,,,,,0.33297020196914673,0.48028942942619324,0.23454594612121582
83,3863,,,,0.19440439343452454,0.25936758518218994,0.06776953488588333,,,
84,3909,,,,,,,0.3343224823474884,0.48130130767822266,0.23561447858810425
84,3909,,,,0.1927819550037384,0.257222056388855,0.06668504327535629,,,
85,3955,,,,,,,0.33155232667922974,0.4792419672012329,0.23368801176548004
85,3955,,,,0.19075100123882294,0.25410452485084534,0.06534388661384583,,,
86,4001,,,,,,,0.3327817916870117,0.4803772270679474,0.23480957746505737
86,4001,,,,0.19033609330654144,0.25402700901031494,0.06505300849676132,,,
87,4047,,,,,,,0.3313383162021637,0.47945165634155273,0.23384779691696167
87,4047,,,,0.1883176565170288,0.2507529854774475,0.06354407966136932,,,
88,4093,,,,,,,0.3346072733402252,0.4825928509235382,0.23688392341136932
88,4093,,,,0.18632642924785614,0.24903473258018494,0.06241541728377342,,,
89,4139,,,,,,,0.33024486899375916,0.4783603250980377,0.23287351429462433
89,4139,,,,0.18590481579303741,0.24799686670303345,0.061836522072553635,,,
90,4185,,,,,,,0.33392414450645447,0.4807967245578766,0.23489312827587128
90,4185,,,,0.18378734588623047,0.24530434608459473,0.06078658625483513,,,
91,4231,,,,,,,0.329789936542511,0.47915327548980713,0.23361733555793762
91,4231,,,,0.1826602816581726,0.24384677410125732,0.06002522632479668,,,
92,4277,,,,,,,0.33056411147117615,0.47739604115486145,0.23194105923175812
92,4277,,,,0.18181365728378296,0.2425743043422699,0.05935131758451462,,,
93,4323,,,,,,,0.3328145146369934,0.4798031449317932,0.23443202674388885
93,4323,,,,0.1816544234752655,0.24275840818881989,0.059388212859630585,,,
94,4369,,,,,,,0.33210310339927673,0.47899317741394043,0.23319011926651
94,4369,,,,0.18106846511363983,0.2406703680753708,0.05829586461186409,,,
95,4415,,,,,,,0.33265388011932373,0.4792490601539612,0.23343031108379364
95,4415,,,,0.18009036779403687,0.23872590065002441,0.057486262172460556,,,
96,4461,,,,,,,0.3311092257499695,0.4781324863433838,0.2325143963098526
96,4461,,,,0.17734283208847046,0.2361060380935669,0.056356169283390045,,,
97,4507,,,,,,,0.3302275836467743,0.4772724509239197,0.231856569647789
97,4507,,,,0.1754271388053894,0.23326924443244934,0.05501818284392357,,,
98,4553,,,,,,,0.33104079961776733,0.47749975323677063,0.2319081425666809
98,4553,,,,0.17441128194332123,0.23276692628860474,0.05453737452626228,,,
99,4599,,,,,,,0.3312828540802002,0.4784599542617798,0.23282085359096527
99,4599,,,,0.17334583401679993,0.23125238716602325,0.053860802203416824,,,
100,4645,,,,,,,0.3282187879085541,0.4769284129142761,0.23146118223667145
100,4645,,,,0.17167940735816956,0.22899065911769867,0.0529450848698616,,,
101,4691,,,,,,,0.33117273449897766,0.4771837592124939,0.23146191239356995
101,4691,,,,0.17079254984855652,0.22738705575466156,0.052172835916280746,,,
102,4737,,,,,,,0.33030736446380615,0.4770299196243286,0.2313900887966156
102,4737,,,,0.16946381330490112,0.22628097236156464,0.05149267613887787,,,
103,4783,,,,,,,0.32838067412376404,0.47436150908470154,0.2291976660490036
103,4783,,,,0.16833950579166412,0.22532397508621216,0.0511164627969265,,,
104,4829,,,,,,,0.3307409882545471,0.4782381057739258,0.23253720998764038
104,4829,,,,0.1669100522994995,0.22327680885791779,0.0501282662153244,,,
105,4875,,,,,,,0.33031246066093445,0.47716274857521057,0.23152710497379303
105,4875,,,,0.16614949703216553,0.22193121910095215,0.04956071078777313,,,
106,4921,,,,,,,0.33151987195014954,0.4785335958003998,0.23314043879508972
106,4921,,,,0.1648493856191635,0.22057439386844635,0.04907100275158882,,,
107,4967,,,,,,,0.32921722531318665,0.4752345383167267,0.2301412671804428
107,4967,,,,0.16538353264331818,0.22038549184799194,0.048965733498334885,,,
108,5013,,,,,,,0.32706961035728455,0.47469833493232727,0.22920413315296173
108,5013,,,,0.1648256480693817,0.22055725753307343,0.04889456927776337,,,
109,5059,,,,,,,0.32871681451797485,0.4741259217262268,0.22884677350521088
109,5059,,,,0.16264989972114563,0.21694248914718628,0.047414764761924744,,,
110,5105,,,,,,,0.3291130065917969,0.4750520884990692,0.22961203753948212
110,5105,,,,0.16209596395492554,0.2161400318145752,0.04706490412354469,,,
111,5151,,,,,,,0.32650208473205566,0.4728177785873413,0.22770839929580688
111,5151,,,,0.16032685339450836,0.21388550102710724,0.046076174825429916,,,
112,5197,,,,,,,0.3285590708255768,0.4755006730556488,0.2297644168138504
112,5197,,,,0.15971261262893677,0.21348559856414795,0.04592477157711983,,,
113,5243,,,,,,,0.32639074325561523,0.47395625710487366,0.22872419655323029
113,5243,,,,0.1596718430519104,0.21251548826694489,0.045647844672203064,,,
114,5289,,,,,,,0.3272280693054199,0.47349685430526733,0.22838211059570312
114,5289,,,,0.15758156776428223,0.21084634959697723,0.04467787593603134,,,
115,5335,,,,,,,0.3270394206047058,0.473660945892334,0.22807997465133667
115,5335,,,,0.15636761486530304,0.20871928334236145,0.04397129639983177,,,
116,5381,,,,,,,0.32722052931785583,0.4733096957206726,0.22769731283187866
116,5381,,,,0.15586647391319275,0.2079678475856781,0.04365990310907364,,,
117,5427,,,,,,,0.32515332102775574,0.471213161945343,0.22597873210906982
117,5427,,,,0.15550824999809265,0.2077571302652359,0.04348667338490486,,,
118,5473,,,,,,,0.3265570104122162,0.4729996621608734,0.22780068218708038
118,5473,,,,0.15495048463344574,0.20670519769191742,0.043005019426345825,,,
119,5519,,,,,,,0.32665765285491943,0.4719245731830597,0.22637180984020233
119,5519,,,,0.15333004295825958,0.20509403944015503,0.04245481267571449,,,
120,5565,,,,,,,0.32562166452407837,0.4721871614456177,0.22676613926887512
120,5565,,,,0.15258139371871948,0.20390796661376953,0.041873399168252945,,,
121,5611,,,,,,,0.32408931851387024,0.47005876898765564,0.22472012042999268
121,5611,,,,0.15195417404174805,0.20280613005161285,0.04148981720209122,,,
122,5657,,,,,,,0.32617050409317017,0.4724704921245575,0.22715136408805847
122,5657,,,,0.15141497552394867,0.20198209583759308,0.04119637981057167,,,
123,5703,,,,,,,0.32501110434532166,0.47242414951324463,0.22723279893398285
123,5703,,,,0.15003840625286102,0.19999121129512787,0.040295083075761795,,,
124,5749,,,,,,,0.32498759031295776,0.4711681008338928,0.22612516582012177
124,5749,,,,0.1493789553642273,0.1998123824596405,0.0402078814804554,,,
125,5795,,,,,,,0.32533326745033264,0.4715691804885864,0.22629433870315552
125,5795,,,,0.14889444410800934,0.19938112795352936,0.04007469490170479,,,
126,5841,,,,,,,0.3235935866832733,0.47051259875297546,0.2252257913351059
126,5841,,,,0.14771702885627747,0.1980619877576828,0.03956040367484093,,,
127,5887,,,,,,,0.32361096143722534,0.4708803594112396,0.22569330036640167
127,5887,,,,0.14755487442016602,0.19646696746349335,0.03890703618526459,,,
128,5933,,,,,,,0.3245309591293335,0.47019287943840027,0.2248391956090927
128,5933,,,,0.1456572562456131,0.19481365382671356,0.03830594941973686,,,
129,5979,,,,,,,0.32342728972435,0.46802809834480286,0.22288306057453156
129,5979,,,,0.14480508863925934,0.19383057951927185,0.0377681627869606,,,
130,6025,,,,,,,0.323050856590271,0.46981823444366455,0.22482140362262726
130,6025,,,,0.14389559626579285,0.19316504895687103,0.03754892945289612,,,
131,6071,,,,,,,0.32253071665763855,0.4688884913921356,0.22387145459651947
131,6071,,,,0.14362108707427979,0.19193963706493378,0.03720131143927574,,,
132,6117,,,,,,,0.32194167375564575,0.46882858872413635,0.22360076010227203
132,6117,,,,0.14270059764385223,0.19096580147743225,0.036676838994026184,,,
133,6163,,,,,,,0.32340386509895325,0.46996039152145386,0.2247742861509323
133,6163,,,,0.1415405571460724,0.18975187838077545,0.03624942526221275,,,
134,6209,,,,,,,0.3213552236557007,0.4671217203140259,0.22231854498386383
134,6209,,,,0.1404300034046173,0.18808089196681976,0.03574610501527786,,,
135,6255,,,,,,,0.3214951753616333,0.4676401615142822,0.22272826731204987
135,6255,,,,0.13982899487018585,0.18766558170318604,0.03552206978201866,,,
136,6301,,,,,,,0.32111552357673645,0.4670898914337158,0.22200331091880798
136,6301,,,,0.1396634578704834,0.18709389865398407,0.035285670310258865,,,
137,6347,,,,,,,0.3217514455318451,0.46715864539146423,0.22231866419315338
137,6347,,,,0.13923394680023193,0.18621611595153809,0.035040948539972305,,,
138,6393,,,,,,,0.32438090443611145,0.4687327742576599,0.22353219985961914
138,6393,,,,0.13794134557247162,0.1850385218858719,0.034480974078178406,,,
139,6439,,,,,,,0.3211449980735779,0.46599671244621277,0.2211756855249405
139,6439,,,,0.1373496800661087,0.1837846338748932,0.034067749977111816,,,
140,6485,,,,,,,0.32110482454299927,0.46586987376213074,0.22084428369998932
140,6485,,,,0.13609349727630615,0.18290674686431885,0.03370291739702225,,,
141,6531,,,,,,,0.32031625509262085,0.46559274196624756,0.22074566781520844
141,6531,,,,0.1358402818441391,0.18216261267662048,0.03342362865805626,,,
142,6577,,,,,,,0.32181626558303833,0.4660523235797882,0.2210758775472641
142,6577,,,,0.13540424406528473,0.1816072165966034,0.03325647488236427,,,
143,6623,,,,,,,0.3210236132144928,0.4661392271518707,0.22119496762752533
143,6623,,,,0.13426947593688965,0.18043111264705658,0.032785166054964066,,,
144,6669,,,,,,,0.3201417624950409,0.46466392278671265,0.22016872465610504
144,6669,,,,0.13366267085075378,0.18014779686927795,0.03265327587723732,,,
145,6715,,,,,,,0.3203135132789612,0.4662461280822754,0.221160888671875
145,6715,,,,0.13359229266643524,0.17919200658798218,0.032322414219379425,,,
146,6761,,,,,,,0.3224603831768036,0.4680694043636322,0.22293506562709808
146,6761,,,,0.13227704167366028,0.17807379364967346,0.032027505338191986,,,
147,6807,,,,,,,0.32069626450538635,0.466107040643692,0.22120289504528046
147,6807,,,,0.13174115121364594,0.1774008721113205,0.0316782183945179,,,
148,6853,,,,,,,0.3186628520488739,0.4642828702926636,0.219719797372818
148,6853,,,,0.13064582645893097,0.1762634813785553,0.03137185052037239,,,
149,6899,,,,,,,0.3187388777732849,0.4646139442920685,0.21996229887008667
149,6899,,,,0.13040243089199066,0.1758170872926712,0.031135231256484985,,,
150,6945,,,,,,,0.3197039067745209,0.4666454493999481,0.22165034711360931
150,6945,,,,0.13202162086963654,0.17744776606559753,0.031701721251010895,,,
151,6991,,,,,,,0.3163738250732422,0.46262404322624207,0.21817269921302795
151,6991,,,,0.1311381310224533,0.17641250789165497,0.0314236655831337,,,
152,7037,,,,,,,0.3194431662559509,0.46377554535865784,0.21917550265789032
152,7037,,,,0.12932166457176208,0.17382767796516418,0.0304693803191185,,,
153,7083,,,,,,,0.3167727589607239,0.4625330865383148,0.21785596013069153
153,7083,,,,0.12860353291034698,0.1732802540063858,0.03020874410867691,,,
154,7129,,,,,,,0.31860730051994324,0.4644889533519745,0.2195473164319992
154,7129,,,,0.1273517608642578,0.17184245586395264,0.0297860074788332,,,
155,7175,,,,,,,0.3191711902618408,0.4635336399078369,0.2187744379043579
155,7175,,,,0.12659384310245514,0.17096640169620514,0.029521150514483452,,,
156,7221,,,,,,,0.31627368927001953,0.46114012598991394,0.21669453382492065
156,7221,,,,0.12658894062042236,0.17089484632015228,0.029472704976797104,,,
157,7267,,,,,,,0.31787359714508057,0.46270492672920227,0.21794798970222473
157,7267,,,,0.12549929320812225,0.1694987714290619,0.029016269370913506,,,
158,7313,,,,,,,0.318938672542572,0.4637368619441986,0.21869885921478271
158,7313,,,,0.12527267634868622,0.16873610019683838,0.02869662083685398,,,
159,7359,,,,,,,0.3179762363433838,0.4628053307533264,0.2183656394481659
159,7359,,,,0.1243196576833725,0.16785411536693573,0.028420863673090935,,,
160,7405,,,,,,,0.31845924258232117,0.4645400941371918,0.21968789398670197
160,7405,,,,0.12379579246044159,0.1675756573677063,0.02820701152086258,,,
161,7451,,,,,,,0.3179824650287628,0.46275874972343445,0.2181251496076584
161,7451,,,,0.12311629205942154,0.16605783998966217,0.027775408700108528,,,
162,7497,,,,,,,0.31735923886299133,0.4626346528530121,0.21797092258930206
162,7497,,,,0.1225283294916153,0.1652657687664032,0.02758140116930008,,,
163,7543,,,,,,,0.31809401512145996,0.4629030227661133,0.21816958487033844
163,7543,,,,0.12130438536405563,0.16446326673030853,0.027221493422985077,,,
164,7589,,,,,,,0.31713056564331055,0.46296072006225586,0.21824078261852264
164,7589,,,,0.12103959918022156,0.1638595014810562,0.02704608626663685,,,
165,7635,,,,,,,0.31771770119667053,0.4623085558414459,0.21767805516719818
165,7635,,,,0.12045475095510483,0.16317333281040192,0.02685484290122986,,,
166,7681,,,,,,,0.31667360663414,0.46223580837249756,0.2175067514181137
166,7681,,,,0.12045001238584518,0.163400337100029,0.02697564847767353,,,
167,7727,,,,,,,0.31660088896751404,0.46202245354652405,0.2173537015914917
167,7727,,,,0.1201394647359848,0.16213662922382355,0.02661263197660446,,,
168,7773,,,,,,,0.3152153491973877,0.4612472355365753,0.2169707864522934
168,7773,,,,0.11880391836166382,0.16126500070095062,0.026222895830869675,,,
169,7819,,,,,,,0.31554174423217773,0.4610482156276703,0.21638992428779602
169,7819,,,,0.1189950630068779,0.1610420048236847,0.026139020919799805,,,
170,7865,,,,,,,0.3153148889541626,0.46059468388557434,0.21622414886951447
170,7865,,,,0.11817699670791626,0.15991555154323578,0.025847887620329857,,,
171,7911,,,,,,,0.3148331344127655,0.4602000117301941,0.2156745195388794
171,7911,,,,0.11847572028636932,0.15986022353172302,0.025893764570355415,,,
172,7957,,,,,,,0.31667372584342957,0.46186044812202454,0.21742969751358032
172,7957,,,,0.11672069877386093,0.15844734013080597,0.025357993319630623,,,
173,8003,,,,,,,0.31535783410072327,0.4599727690219879,0.21543462574481964
173,8003,,,,0.11613155901432037,0.1574554592370987,0.025047242641448975,,,
174,8049,,,,,,,0.31706535816192627,0.4611032009124756,0.21660174429416656
174,8049,,,,0.11547547578811646,0.1566554456949234,0.02475908398628235,,,
175,8095,,,,,,,0.31789642572402954,0.4620630443096161,0.2171940803527832
175,8095,,,,0.11558035016059875,0.1568300575017929,0.024768507108092308,,,
176,8141,,,,,,,0.3143388032913208,0.458016961812973,0.21371595561504364
176,8141,,,,0.11529765278100967,0.15679864585399628,0.024739060550928116,,,
177,8187,,,,,,,0.3149718940258026,0.4597761631011963,0.21517285704612732
177,8187,,,,0.11413512378931046,0.15579934418201447,0.024493012577295303,,,
178,8233,,,,,,,0.31551119685173035,0.4599951505661011,0.2154129147529602
178,8233,,,,0.11368753761053085,0.15478122234344482,0.024159865453839302,,,
179,8279,,,,,,,0.3160230219364166,0.46055036783218384,0.21593192219734192
179,8279,,,,0.11305192857980728,0.15426857769489288,0.02399677038192749,,,
180,8325,,,,,,,0.31544771790504456,0.4597393572330475,0.21517685055732727
180,8325,,,,0.11312732845544815,0.1540537029504776,0.023879438638687134,,,
181,8371,,,,,,,0.3147481381893158,0.45915770530700684,0.21469636261463165
181,8371,,,,0.11284495145082474,0.15320903062820435,0.0236760713160038,,,
