uid,formula,gap_pbe,gap_hse_true,gap_hse_pred,class,ehull,hform,thickness,is_magnetic,dyn_stab,natoms,n_species,has_F,has_Cl,has_Br,has_I,has_O,has_N,has_S,has_halide,has_alkali,has_alkaline_earth,has_transition_metal,mean_en,max_en,min_en,range_en,mean_period,max_period,mean_group,mean_cov_radius,mean_atomic_mass,dyn_stab_yes
2Ge2H2O5-1,Ge2H2O5,3.596589491656501,5.489444230641681,5.455160617828369,TP,0.046099051411331776,-1.4172672950194085,4.698314210677713,0,Yes,18,3,0,0,0,0,1,0,0,0,0,0,0,2.5500000000000003,3.44,2.01,1.4300000000000002,2.3333333333333335,4.0,10.333333333333334,0.7533333333333333,29.882446666666667,1
2SrPb2F6-1,SrPb2F6,3.9931925449835055,,5.452716827392578,Novel,0.07284963312161076,-2.944577301454632,8.220489829604672,0,No,18,3,1,0,0,0,0,0,0,1,0,1,0,2.42,3.98,0.95,3.0300000000000002,4.333333333333333,6.0,11.0,1.3833333333333335,104.60613439999999,0
1GeO2-1,GeO2,3.641316492039854,5.355296396300146,5.451979160308838,TP,0.07845125804849218,-1.5697177500420274,1.958881567896654,0,Yes,3,2,0,0,0,0,1,0,0,0,0,0,0,2.7249999999999996,3.44,2.01,1.4300000000000002,3.0,4.0,15.0,0.865,44.3197,1
4MnCl2-1,MnCl2,1.860293988591008,,5.449491024017334,Novel,0.06900835161228613,-0.991003839450706,5.572818618784621,1,No,12,2,0,1,0,0,0,0,0,1,0,0,1,2.355,3.16,1.55,1.61,3.5,4.0,12.0,1.2000000000000002,45.1955225,0
1B2Hg3O6-1,Hg3(BO3)2,3.5216174185616813,5.205751058570286,5.448567867279053,TP,0.02637721175831005,-1.3147760155186106,0.0063808717854527686,0,Yes,11,3,0,0,0,0,1,0,0,0,0,0,1,2.4933333333333336,3.44,2.0,1.44,3.3333333333333335,6.0,13.666666666666666,1.02,75.80013333333333,1
2BrCaH-1,CaHBr,4.194451569662164,5.5311854491140044,5.445918083190918,TP,0.0,-1.3776468906576003,5.36629515518435,0,Yes,6,3,0,0,1,0,0,0,0,1,0,1,0,2.0533333333333332,2.96,1.0,1.96,3.0,4.0,6.666666666666667,1.1366666666666665,40.32998,1
2HInSO4-1,InHSO4,3.78164425391562,5.131645144129129,5.445771217346191,TP,0.03296853078393168,-1.3192750280862313,3.8608870673464857,0,Yes,14,4,0,0,0,0,1,0,1,0,0,0,0,2.5,3.44,1.78,1.66,2.75,5.0,11.5,0.8624999999999999,40.972585,1
2LiMnCl3-1,LiMnCl3,2.2186778849070325,5.383826679282638,5.444232940673828,TP,0.032962796714218,-1.337421940128651,3.4211490230935553,1,Yes,10,3,0,1,0,0,0,0,0,1,1,0,1,1.8966666666666667,3.16,0.98,2.18,3.0,4.0,8.333333333333334,1.3566666666666667,32.444015,1
2ClHSr-1,SrHCl,4.142279046805344,5.258995448391096,5.443891525268555,TP,0.035123861466650176,-1.5577270951645457,5.266564494105856,0,Yes,6,3,0,1,0,0,0,0,0,1,0,1,0,2.1033333333333335,3.16,0.95,2.21,3.0,5.0,6.666666666666667,1.17,41.36031333333334,1
2AlSbO3-1,AlSbO3,3.908596549887496,5.156947113710846,5.442234039306641,TP,0.0,-2.204337772089032,4.02076811810131,0,Yes,10,3,0,0,0,0,1,0,0,0,0,0,0,2.3666666666666667,3.44,1.61,1.8299999999999998,3.3333333333333335,5.0,14.666666666666666,0.9966666666666666,54.91364620000001,1
2HPSb2O6-1,Sb2PHO6,4.21688497042998,5.463422220959688,5.438924789428711,TP,0.0,-1.6312311106214317,3.328085167576587,0,Yes,20,4,0,0,0,0,1,0,0,0,0,0,0,2.47,3.44,2.05,1.3900000000000001,2.75,5.0,11.75,0.83,42.4352755,1
2As2O3-3,As2O3,4.256006969095704,5.514746111258008,5.425809383392334,TP,0.0056905951844008484,-1.2143586942221283,3.9679318012865856,0,Yes,10,2,0,0,0,0,1,0,0,0,0,0,0,2.81,3.44,2.18,1.2599999999999998,3.0,4.0,15.5,0.8099999999999999,45.460499999999996,1
2CaGe2Cl6-1,Ca(GeCl3)2,3.745903139212196,,5.424407482147217,Novel,0.017771610693125852,-1.3206976273932378,8.664317439494878,0,No,18,3,0,1,0,0,0,0,0,1,0,1,0,2.0566666666666666,3.16,1.0,2.16,3.6666666666666665,4.0,11.0,1.3266666666666667,49.39033333333333,0
1MgBr2-2,MgBr2,4.264617899800461,5.438802195274328,5.415517807006836,TP,0.06495174668312605,-1.4673828505691568,3.010963038279238,0,Yes,3,2,0,0,1,0,0,0,0,1,0,1,0,2.135,2.96,1.31,1.65,3.5,4.0,9.5,1.1949999999999998,52.1045,1
1ZrW2O8-1,Zr(WO4)2,3.4859994351622325,5.321061306270534,5.415273666381836,TP,0.023851201757125618,-2.568399504184339,6.972112106766989,0,Yes,11,3,0,0,0,0,1,0,0,0,0,0,1,2.3766666666666665,3.44,1.33,2.11,4.333333333333333,6.0,8.666666666666666,1.4900000000000002,97.02113333333334,1
2ZrO3-1,ZrO3,3.5863286119644755,5.759643369732689,5.409573554992676,TP,0.15458667930732162,-2.4818954829218,4.7127166103332705,0,Yes,8,2,0,0,0,0,1,0,0,0,0,0,1,2.385,3.44,1.33,2.11,3.5,5.0,10.0,1.27,53.6117,1
2CGePH3O3-1,GePH3CO3,4.604757003899312,5.744090029347575,5.401416301727295,TP,3.9474596431116675e-16,-1.1078283289440047,6.934690691420725,0,Yes,18,5,0,0,0,0,1,0,0,0,0,0,0,2.4779999999999998,3.44,2.01,1.4300000000000002,2.4,4.0,12.0,0.7819999999999999,26.526360400000005,1
2HPSeO5-1,PHSeO5,3.4627092608427925,5.224564938091029,5.398989677429199,TP,0.0,-1.340731344215424,5.876810286053221,0,Yes,16,4,0,0,0,0,1,0,0,0,0,0,0,2.595,3.44,2.19,1.25,2.5,4.0,12.0,0.755,31.735275499999997,1
1ZnCl2-2,ZnCl2,4.452870715551238,5.929177474335627,5.3947272300720215,TP,0.06212212896423767,-1.1068752150037147,2.7349339771642533,0,Yes,3,2,0,1,0,0,0,0,0,1,0,0,1,2.4050000000000002,3.16,1.65,1.5100000000000002,3.5,4.0,14.5,1.105,50.431000000000004,1
2SSb2O6-1,Sb2SO6,4.130842729236356,5.446764224561242,5.391610145568848,TP,3.9474596431116675e-16,-1.3690882497434653,3.304246810421871,0,Yes,18,3,0,0,0,0,1,0,1,0,0,0,0,2.69,3.44,2.05,1.3900000000000001,3.3333333333333335,5.0,15.666666666666666,0.8966666666666666,56.608133333333335,1
1MgK2S2H4O8-1,K2MgH4(SO4)2,4.093097504617171,,5.387744426727295,Novel,0.06588726356969128,-1.5523666510916365,5.365401113995453,0,No,17,5,0,0,0,0,1,0,1,0,1,1,0,2.07,3.44,0.82,2.62,2.6,4.0,7.2,1.154,22.495128,0
1NiZrF6-2,ZrNiF6,0.4093029344638825,,5.387038707733154,Novel,0.16216586312454417,-2.909457578124802,2.9258249524351427,0,Yes,8,3,1,0,0,0,0,0,0,1,0,0,1,2.4066666666666667,3.98,1.33,2.65,3.6666666666666665,5.0,10.333333333333334,1.3233333333333333,56.305267733333324,1
2YCl3-2,YCl3,3.8576924868241695,5.3613158491542245,5.385801315307617,TP,0.041445317475049315,-2.303188966264324,3.939115986032281,0,Yes,8,2,0,1,0,0,0,0,0,1,0,0,1,2.19,3.16,1.22,1.9400000000000002,4.0,5.0,10.0,1.455,62.179425,1
2CNNaS-1,NaCSN,4.120610116565436,5.136968561316429,5.384397506713867,TP,0.10160772714642863,-0.32848950113401454,4.743541361026837,0,Yes,8,4,0,0,0,0,0,1,1,0,1,0,0,2.2750000000000004,3.04,0.93,2.11,2.5,3.0,11.5,1.0025,20.26804232,1
1SSnO4-1,SnSO4,4.198737177862194,5.411005072901167,5.383191585540772,TP,0.06266048999650664,-1.3169935707868194,1.8980581598065527,0,Yes,6,3,0,0,0,0,1,0,1,0,0,0,0,2.66,3.44,1.96,1.48,3.3333333333333335,5.0,15.333333333333334,0.9366666666666666,55.59146666666666,1
2KNO3-1,KNO3,3.166400739179675,5.260665088156969,5.380886077880859,TP,0.008267535100522139,-1.0585533492378054,4.588072850883604,0,Yes,10,3,0,0,0,0,1,1,0,0,1,0,0,2.433333333333333,3.44,0.82,2.62,2.6666666666666665,4.0,10.666666666666666,1.1566666666666667,23.0348,1
3BrNa-1,NaBr,4.12302688997544,5.209287630587612,5.374809265136719,TP,0.036258463007555385,-1.5694929989229998,6.186379573345963,0,Yes,6,2,0,0,1,0,0,0,0,1,1,0,0,1.945,2.96,0.93,2.03,3.5,4.0,9.0,1.42,51.44688464,1
2P2O3-3,P2O3,4.078809796474346,5.460991606115156,5.37468147277832,TP,0.07168661401351066,-1.5270674645245896,3.604526637919653,0,Yes,10,2,0,0,0,0,1,0,0,0,0,0,0,2.815,3.44,2.19,1.25,2.5,3.0,15.5,0.73,23.486581,1
1MgBr2-1,MgBr2,4.588106457672427,5.744420890628533,5.373943328857422,TP,0.0,-1.5323345972522828,3.0140512968315223,0,Yes,3,2,0,0,1,0,0,0,0,1,0,1,0,2.135,2.96,1.31,1.65,3.5,4.0,9.5,1.1949999999999998,52.1045,1
12BrNa-1,NaBr,4.255338420144827,,5.372064590454102,Novel,0.05145828444858994,-1.5542931774819653,3.219700794931513,0,No,24,2,0,0,1,0,0,0,0,1,1,0,0,1.945,2.96,0.93,2.03,3.5,4.0,9.0,1.42,51.44688464,0
2AlCl3-2,AlCl3,3.841743475786858,5.271412552980518,5.369222640991211,TP,0.18991857043938998,-1.3403280173911045,2.9898066639528365,0,No,8,2,0,1,0,0,0,0,0,1,0,0,0,2.3850000000000002,3.16,1.61,1.55,3.0,3.0,15.0,0.985,31.2172693,0
2BrRbF4-1,RbBrF4,3.4871599717866326,,5.359317302703857,Novel,0.0,-1.7112507365362328,2.6507190763274835,0,No,12,3,1,0,1,0,0,0,0,1,1,0,0,2.5866666666666664,3.98,0.82,3.16,3.6666666666666665,5.0,11.666666666666666,1.3366666666666667,61.456734399999995,0
2CdLiCl3-1,LiCdCl3,4.108066900835809,5.422771206052861,5.358921527862549,TP,0.035453049291366764,-1.3693099397548796,3.474170078384061,0,Yes,10,3,0,1,0,0,0,0,0,1,1,0,1,1.9433333333333334,3.16,0.98,2.18,3.3333333333333335,5.0,10.0,1.3566666666666667,51.60166666666667,1
4AsLiO2-1,LiAsO2,4.0063287443738105,5.35117415365123,5.351446151733398,TP,0.0,-1.6544874040954927,5.101770870841657,0,Yes,16,3,0,0,0,0,1,0,0,0,1,0,0,2.1999999999999997,3.44,0.98,2.46,2.6666666666666665,4.0,10.666666666666666,1.0966666666666665,32.620666666666665,1
6CsF-1,CsF,4.449872691327514,6.325795334475228,5.349449157714844,TP,0.028004044392815786,-2.692094261732701,6.242702049926773,0,Yes,12,2,1,0,0,0,0,0,0,1,1,0,0,2.385,3.98,0.79,3.19,4.0,6.0,9.0,1.7,75.95192755,1
4AsLiO2-2,LiAsO2,4.0521570883804365,5.391756674019026,5.349414348602295,TP,0.002955860657873899,-1.6515315434376188,5.1011032100611615,0,Yes,16,3,0,0,0,0,1,0,0,0,1,0,0,2.1999999999999997,3.44,0.98,2.46,2.6666666666666665,4.0,10.666666666666666,1.0966666666666665,32.620666666666665,1
2GaSbO3-1,GaSbO3,3.7587698701503376,4.973032755334708,5.346114635467529,TP,0.0,-1.6115708081030817,4.086099076423013,0,Yes,10,3,0,0,0,0,1,0,0,0,0,0,0,2.433333333333333,3.44,1.81,1.63,3.6666666666666665,5.0,14.666666666666666,1.0566666666666669,69.16080000000001,1
4OVF3-1,VOF3,3.464959394230294,6.246533459638481,5.346099853515625,TP,0.0,-2.7562644511405425,4.431536063890775,0,Yes,20,3,1,0,0,0,1,0,0,1,0,0,1,3.016666666666667,3.98,1.63,2.35,2.6666666666666665,4.0,12.666666666666666,0.87,28.6464344,1
1SrH2O2-1,Sr(HO)2,3.7024603051205434,5.356122812747486,5.342579364776611,TP,0.010253035057125003,-1.87241447051789,4.308415550195382,0,No,5,3,0,0,0,0,1,0,0,0,0,1,0,2.1966666666666668,3.44,0.95,2.49,2.6666666666666665,5.0,6.333333333333333,1.0666666666666667,34.87578,0
2CsNO3-1,CsNO3,3.2485734914803377,5.324298339270695,5.339771747589111,TP,0.0,-1.0667811673128427,4.786656999893882,0,Yes,10,3,0,0,0,0,1,1,0,0,1,0,0,2.4233333333333333,3.44,0.79,2.65,3.3333333333333335,6.0,10.666666666666666,1.3399999999999999,54.30385063333333,1
2CPPbH3O3-1,PH3PbCO3,3.807072635209373,5.139247445953027,5.337933540344238,TP,1.9737298215558337e-16,-1.1498825203831973,7.3057751162304605,0,Yes,18,5,0,0,0,0,1,0,0,0,0,0,0,2.542,3.44,2.19,1.25,2.8,6.0,12.0,0.8399999999999999,53.4383604,1
1CaH2O2-1,Ca(HO)2,3.712782682619406,,5.333285331726074,Novel,0.013728361613001994,-1.9240008160234623,4.208628568239807,0,No,5,3,0,0,0,0,1,0,0,0,0,1,0,2.2133333333333334,3.44,1.0,2.44,2.3333333333333335,4.0,6.333333333333333,0.9833333333333333,19.028446666666667,0
2ClKS2H4-1,KH4S2Cl,4.504795492891412,,5.322426795959473,Novel,0.041467799213330436,-0.5898260570785445,6.120169536792224,0,No,16,4,0,1,0,0,0,0,1,1,1,0,0,2.19,3.16,0.82,2.3400000000000003,2.75,4.0,8.75,1.1575,26.90606,0
1BiHS2O6-1,BiH(SO3)2,2.4941600351867064,3.783749356645589,5.317505836486816,TP,0.0,-1.1840538507580682,4.797341189022113,0,Yes,10,4,0,0,0,0,1,0,1,0,0,0,0,2.56,3.44,2.02,1.42,3.0,6.0,12.0,0.83,64.513185,1
2ScCl3-2,ScCl3,2.9532834347379904,,5.314217567443848,Novel,0.05256238205817043,-2.110826782887309,3.4064435967729843,0,No,8,2,0,1,0,0,0,0,0,1,0,0,1,2.2600000000000002,3.16,1.36,1.8,3.5,4.0,10.0,1.315,40.204456,0
2P2O3-1,P2O3,3.9879560816800455,5.37641526422396,5.31379508972168,TP,0.06156496052512317,-1.5371891180129773,1.9700107739142307,0,Yes,10,2,0,0,0,0,1,0,0,0,0,0,0,2.815,3.44,2.19,1.25,2.5,3.0,15.5,0.73,23.486581,1
2FISr-1,SrIF,4.219075560287093,5.170777689308794,5.313668727874756,TP,0.0,-2.9255750513050027,6.151646921233766,0,Yes,6,3,1,0,0,1,0,0,0,1,0,1,0,2.53,3.98,0.95,3.0300000000000002,4.0,5.0,12.0,1.2533333333333332,77.84095773333333,1
2CaPb2F6-1,CaPb2F6,4.188420918380277,,5.312314510345459,Novel,0.09130407678130778,-2.925705355301121,8.065571766904666,0,No,18,3,1,0,0,0,0,0,0,1,0,1,0,2.436666666666667,3.98,1.0,2.98,4.0,6.0,11.0,1.3,88.75880106666666,0
1HIOSr-1,SrHIO,1.20348535877886,2.0161081614721024,5.309413433074951,FP,0.08677763724109733,-1.7432912768673825,4.095120677908813,0,Yes,4,4,0,0,0,1,1,0,0,1,0,1,0,2.3125,3.44,0.95,2.49,3.25,5.0,9.0,1.0875,57.88295250000001,1
2BrHSr-1,SrHBr,4.354041321700215,5.479165700056493,5.305291175842285,TP,0.0,-1.4119046090731093,5.523798126649458,0,Yes,6,3,0,0,1,0,0,0,0,1,0,1,0,2.0366666666666666,2.96,0.95,2.01,3.3333333333333335,5.0,6.666666666666667,1.22,56.17731333333334,1
2SeAs2O6-1,As2SeO6,3.192233157607052,,5.297206878662109,Novel,0.07501324385412388,-0.9156029741031778,2.115090261592689,0,Yes,18,3,0,0,0,0,1,0,0,0,0,0,0,2.723333333333333,3.44,2.18,1.2599999999999998,3.3333333333333335,4.0,15.666666666666666,0.8833333333333333,56.627,1
1TiO2-1,TiO2,2.700828614489272,5.218116611537117,5.290289402008057,TP,0.13546633337948025,-2.945216712289033,1.9356980739537173,0,No,3,2,0,0,0,0,1,0,0,0,0,0,1,2.49,3.44,1.54,1.9,3.0,4.0,10.0,1.12,31.9332,0
3BrK-1,KBr,4.224061183717379,5.310594358298797,5.28954553604126,TP,0.046574713933109045,-1.7448959518459375,6.787199236332224,0,Yes,6,2,0,0,1,0,0,0,0,1,1,0,0,1.89,2.96,0.82,2.14,4.0,4.0,9.0,1.685,59.501149999999996,1
2BrRb-2,RbBr,4.180139977785377,5.268172177145077,5.284801006317139,TP,0.1418471193957207,-1.6456844741365393,1.386174635815216,0,Yes,4,2,0,0,1,0,0,0,0,1,1,0,0,1.89,2.96,0.82,2.14,4.5,5.0,9.0,1.795,82.6859,1
1BaH2O2-1,Ba(HO)2,3.659238880380684,5.260634798908016,5.280761241912842,TP,0.027865465120387255,-1.813957812752085,4.415803489831786,0,Yes,5,3,0,0,0,0,1,0,0,0,0,1,0,2.1766666666666667,3.44,0.89,2.55,3.0,6.0,6.333333333333333,1.18,51.44478,1
4CaTeO3-1,CaTeO3,3.9690038257621514,5.347852682809339,5.280263423919678,TP,0.009853734168169481,-2.0196061408511645,4.383565130909293,0,Yes,20,3,0,0,0,0,1,0,0,0,0,1,0,2.18,3.44,1.0,2.44,3.6666666666666665,5.0,11.333333333333334,1.2166666666666666,61.2258,1
2CaI2S2H4-1,CaH4(SI)2,3.9295223725738815,5.165829837533288,5.274715423583984,TP,0.0,-0.6852823645982633,4.929007587470849,0,Yes,18,4,0,0,0,1,0,0,1,1,0,1,0,2.1100000000000003,2.66,1.0,1.6600000000000001,3.25,5.0,9.0,1.125,50.0138525,1
2ScCl3-3,ScCl3,3.233477913077601,5.305092518405447,5.269216060638428,TP,0.07179340368419362,-2.091595761261286,3.1629778663938763,0,No,8,2,0,1,0,0,0,0,0,1,0,0,1,2.2600000000000002,3.16,1.36,1.8,3.5,4.0,10.0,1.315,40.204456,0
2As2O3-4,As2O3,3.7909909416385688,5.104789170770303,5.267904758453369,TP,0.02579372423075128,-1.1942555651757778,1.5311808264057216,0,Yes,10,2,0,0,0,0,1,0,0,0,0,0,0,2.81,3.44,2.18,1.2599999999999998,3.0,4.0,15.5,0.8099999999999999,45.460499999999996,1
4SrTeO3-1,SrTeO3,4.028316505485041,5.383995405926604,5.262585639953613,TP,0.01122776347877732,-2.003968359571948,4.387329406486135,0,Yes,20,3,0,0,0,0,1,0,0,0,0,1,0,2.1633333333333336,3.44,0.95,2.49,4.0,5.0,11.333333333333334,1.3,77.07313333333333,1
2TiO2-1,TiO2,2.854857825182316,5.342124276048439,5.250696182250977,TP,0.12204203739251736,-2.9586410082759955,1.9758285722770133,0,Yes,6,2,0,0,0,0,1,0,0,0,0,0,1,2.49,3.44,1.54,1.9,3.0,4.0,10.0,1.12,31.9332,1
2GaCl3-2,GaCl3,2.5238793020129022,3.812814224303326,5.249260902404785,TP,0.1738452421037926,-0.928041616283366,3.062909217762993,0,No,8,2,0,1,0,0,0,0,0,1,0,0,0,2.4850000000000003,3.16,1.81,1.35,3.5,4.0,15.0,1.0750000000000002,52.588,0
2HPSnO3-1,SnPHO3,4.300153553063106,5.33722552589434,5.246817588806152,TP,0.0,-1.5315304250253678,5.018629359883898,0,Yes,12,4,0,0,0,0,1,0,0,0,0,0,0,2.4475000000000002,3.44,1.96,1.48,2.75,5.0,11.5,0.86,41.6727755,1
2FNbO2-1,NbO2F,3.947522410618329,,5.246466636657715,Novel,0.05299232995341763,-2.8492180961254974,2.500243791024424,0,No,8,3,1,0,0,0,1,0,0,1,0,0,1,3.0066666666666664,3.98,1.6,2.38,3.0,5.0,12.666666666666666,0.96,42.63472773333333,0
4CdF2-1,CdF2,2.7206190068666016,,5.2463884353637695,Novel,0.07062329781099101,-2.225637901522244,7.042617493012826,0,No,12,2,1,0,0,0,0,0,0,1,0,0,1,2.835,3.98,1.69,2.29,3.5,5.0,14.5,1.0150000000000001,65.70470159999999,0
6AsO2-1,AsO2,0.3689318595453015,1.2409148336215567,5.245643138885498,FP,0.1585785854679283,-0.9761946581097136,3.0064078145581448,1,Yes,18,2,0,0,0,0,1,0,0,0,0,0,0,2.81,3.44,2.18,1.2599999999999998,3.0,4.0,15.5,0.8099999999999999,45.460499999999996,1
2SrI2O2H4-1,SrH4(IO)2,4.110724014752474,5.090552750892633,5.243390083312988,TP,0.0,-1.3104856150996242,3.510854649945701,0,Yes,18,4,0,0,0,1,1,0,0,1,0,1,0,2.3125,3.44,0.95,2.49,3.25,5.0,9.0,1.0875,57.88295250000001,1
2YBr3-1,YBr3,4.086510250660241,5.477992205514946,5.237565517425537,TP,4.440892098500626e-16,-1.9632804626557707,3.2302198637004054,0,Yes,8,2,0,0,1,0,0,0,0,1,0,0,1,2.09,2.96,1.22,1.74,4.5,5.0,10.0,1.53,84.40492499999999,1
2YBr3-2,YBr3,3.307776891097648,,5.234935760498047,Novel,0.04717244695144851,-1.9161080157043227,3.8412824685665656,0,No,8,2,0,0,1,0,0,0,0,1,0,0,1,2.09,2.96,1.22,1.74,4.5,5.0,10.0,1.53,84.40492499999999,0
1PbSrS2O8-1,SrPb(SO4)2,3.6745787566547055,5.262355922733788,5.226460933685303,TP,0.02490888165862189,-1.8265458440119933,6.161857410540698,0,Yes,12,4,0,0,0,0,1,0,1,0,0,1,0,2.325,3.44,0.95,2.49,4.0,6.0,12.0,1.2725,85.72109999999999,1
2BrNaO2H4-1,NaH4BrO2,4.068692448797231,,5.219661235809326,Novel,0.03721436285464308,-1.1845442699613824,4.511191689323866,0,No,16,4,0,0,1,0,1,0,0,1,1,0,0,2.3825,3.44,0.93,2.51,2.5,4.0,8.75,0.9624999999999999,29.97527732,0
2HInTeO4-1,InTeHO4,3.789323667786491,5.208508249022005,5.217122554779053,TP,0.021103532053007714,-1.264937080083931,4.400989762396474,0,Yes,14,4,0,0,0,0,1,0,0,0,0,0,0,2.38,3.44,1.78,1.66,3.25,5.0,11.5,0.9500000000000001,64.856335,1
2CdTeH2O4-1,CdTe(HO2)2,3.91771989216458,,5.214308738708496,Novel,0.011237359797268809,-1.1268663491916202,4.519266692956032,0,No,16,4,0,0,0,0,1,0,0,0,0,0,1,2.3575,3.44,1.69,1.75,3.25,5.0,11.25,0.9625,64.25458499999999,0
2CaFI-1,CaIF,3.958853836480348,5.208879312061292,5.208385944366455,TP,0.0030545613613170985,-2.853457451949686,5.960763629335846,0,Yes,6,3,1,0,0,1,0,0,0,1,0,1,0,2.546666666666667,3.98,1.0,2.98,3.6666666666666665,5.0,12.0,1.17,61.99362440000001,1
4AsO2-1,AsO2,3.274399068709864,,5.207334041595459,Novel,0.0,-1.1347732435776419,3.247901952035628,0,No,12,2,0,0,0,0,1,0,0,0,0,0,0,2.81,3.44,2.18,1.2599999999999998,3.0,4.0,15.5,0.8099999999999999,45.460499999999996,0
1SrBi2F12-1,SrBi2F12,2.801246831394188,,5.199886322021484,Novel,0.0,-2.440343535606231,8.187254532225584,0,No,15,3,1,0,0,0,0,0,0,1,0,1,0,2.3166666666666664,3.98,0.95,3.0300000000000002,4.333333333333333,6.0,11.333333333333334,1.3466666666666667,105.19960106666667,0
2SrI2S2H4-1,SrH4(SI)2,4.041520765040355,4.990520994395423,5.1986083984375,TP,0.0,-0.7095661381341856,5.211746280585235,0,Yes,18,4,0,0,0,1,0,0,1,1,0,1,0,2.0975,2.66,0.95,1.7100000000000002,3.5,5.0,9.0,1.1875,61.899352500000006,1
2ClLiO2-1,LiClO2,3.3471805718311938,5.196933542303896,5.196096420288086,TP,0.15338332760737283,-0.764588450148969,3.7657198688655242,0,Yes,8,3,0,1,0,0,1,0,0,1,1,0,0,2.526666666666667,3.44,0.98,2.46,2.3333333333333335,3.0,11.333333333333334,0.98,19.46446666666667,1
2ClISr-2,SrICl,4.133044693739191,5.081321653003407,5.193417072296143,TP,0.06299403450861056,-2.0652623258344085,4.093032676102777,0,Yes,6,3,0,1,0,1,0,0,0,1,0,1,0,2.256666666666667,3.16,0.95,2.21,4.333333333333333,5.0,12.0,1.3766666666666667,83.32582333333333,1
1SrH2S2-1,Sr(HS)2,3.805150601851631,4.828055259230242,5.186099529266357,TP,0.01892225547850703,-0.9562305852893467,5.39716191173205,0,No,5,3,0,0,0,0,0,0,1,0,0,1,0,1.9100000000000001,2.58,0.95,1.6300000000000001,3.0,5.0,6.333333333333333,1.2,40.23098,0
2SeWZnO6-1,ZnWSeO6,3.4948877644918697,5.090406730516091,5.175901889801025,TP,0.0924701932366489,-1.5209619406019286,7.80450044385238,0,Yes,18,4,0,0,0,0,1,0,0,0,0,0,1,2.5,3.44,1.65,1.79,4.0,6.0,12.5,1.2149999999999999,86.0521,1
2GaCl3-1,GaCl3,3.8295877184352474,5.192287288536328,5.17410945892334,TP,0.01237707988227399,-1.0895097785048846,2.751177385163439,0,Yes,8,2,0,1,0,0,0,0,0,1,0,0,0,2.4850000000000003,3.16,1.81,1.35,3.5,4.0,15.0,1.0750000000000002,52.588,1
2HPPbO3-1,PHPbO3,3.9166760883579976,5.2854384529445895,5.17397403717041,TP,0.013982236646247278,-1.5472237735433805,5.084140346814404,0,Yes,12,4,0,0,0,0,1,0,0,0,0,0,0,2.54,3.44,2.19,1.25,3.0,6.0,11.5,0.8825,63.7952755,1
1WCu2O4-1,Cu2WO4,2.90764912641577,,5.164150714874268,Novel,0.12437994731813871,-1.3287091639648239,2.3405370259921865,0,No,7,3,0,0,0,0,1,0,0,0,0,0,1,2.5666666666666664,3.44,1.9,1.54,4.0,6.0,11.0,1.2866666666666666,87.79513333333334,0
2SrGe2Cl6-1,Sr(GeCl3)2,3.828533790742815,4.824812655019423,5.160559177398682,TP,0.0,-1.3709551315448967,8.792862053972838,0,Yes,18,3,0,1,0,0,0,0,0,1,0,1,0,2.04,3.16,0.95,2.21,4.0,5.0,11.0,1.4100000000000001,65.23766666666667,1
1BeP2F4S4-1,BeP2(SF)4,3.922797083722727,5.121608088983676,5.149982452392578,TP,0.08047915839698176,-1.465494793087512,5.997412761236321,0,Yes,11,4,1,0,0,0,0,0,1,1,0,1,0,2.58,3.98,1.57,2.41,2.5,3.0,12.5,0.85,22.7623368,1
2BrRb-1,RbBr,4.111938334189684,5.19419694449829,5.149823188781738,TP,0.06427624231511464,-1.7232553512171453,3.5364579456917102,0,Yes,4,2,0,0,1,0,0,0,0,1,1,0,0,1.89,2.96,0.82,2.14,4.5,5.0,9.0,1.795,82.6859,1
2TiO3-1,TiO3,2.460685522730204,4.995017646673862,5.145402908325195,TP,0.14404796743299908,-2.1664643168183852,4.517816041746187,0,Yes,8,2,0,0,0,0,1,0,0,0,0,0,1,2.49,3.44,1.54,1.9,3.0,4.0,10.0,1.12,31.9332,1
2InTlF4-1,TlInF4,3.357614012210028,,5.144650936126709,Novel,0.016184221135546295,-2.343198450978877,2.2894587641199333,0,No,12,3,1,0,0,0,0,0,0,1,0,0,0,2.4600000000000004,3.98,1.62,2.36,4.333333333333333,6.0,14.333333333333334,1.18,112.7332344,0
4ZnCl2-2,ZnCl2,3.414336637412553,,5.144507884979248,Novel,0.07086618672210439,-1.0981311572458479,5.402743831551245,0,No,12,2,0,1,0,0,0,0,0,1,0,0,1,2.4050000000000002,3.16,1.65,1.5100000000000002,3.5,4.0,14.5,1.105,50.431000000000004,0
4BrOSc-1,ScBrO,3.184007845857254,,5.142027378082275,Novel,0.031060261246844096,-2.8056999377910414,6.048896175068352,0,No,12,3,0,0,1,0,1,0,0,1,0,0,1,2.5866666666666664,3.44,1.36,2.08,3.3333333333333335,4.0,12.0,1.0866666666666667,46.953103999999996,0
2BrOSc-1,ScBrO,3.210201931910875,5.237291553640096,5.13756275177002,TP,0.0,-2.8367601990378852,5.831846342492852,0,Yes,6,3,0,0,1,0,1,0,0,1,0,0,1,2.5866666666666664,3.44,1.36,2.08,3.3333333333333335,4.0,12.0,1.0866666666666667,46.953103999999996,1
