uid,formula,gap_hse,gap_pbe,is_uwbg,ehull,hform,thickness,natoms,is_magnetic,dyn_stab,a_lat,b_lat,lgnum,n_species,has_F,has_Cl,has_Br,has_I,has_O,has_N,has_S,has_halide,has_alkali,has_alkaline_earth,has_transition_metal,mean_en,max_en,min_en,range_en,mean_period,max_period,mean_group,mean_cov_radius,mean_atomic_mass,dyn_stab_yes,ab_ratio
2HfCl2-1,Hf2Cl4,1.4752939231548394,0.8523099370875136,0,0.04407856260613071,-1.5026723967345124,3.881255047103412,6,0,Yes,6.979898728611931,3.277804642958646,15,2,0,1,0,0,0,0,0,1,0,0,1,2.23,3.16,1.3,1.86,4.5,6.0,10.5,1.435,106.9715,1,2.1294431758177215
1FeI2-3,FeI2,0.019747739471341452,0.1437924197990761,0,0.1119184478816481,-0.007985140960232803,3.5462981799756657,3,1,Yes,3.8722336655624723,3.8722336655624727,78,2,0,0,0,1,0,0,0,1,0,0,1,2.245,2.66,1.83,0.8300000000000001,4.5,5.0,12.5,1.355,91.374735,1,0.9999999999999999
1ZnF2-2,ZnF2,6.911133958319651,4.424517187411544,1,0.11176624088838061,-2.298827979431403,1.9330252331948552,3,0,Yes,3.3421003788175914,3.3421004994774113,59,2,1,0,0,0,0,0,0,1,0,0,1,2.815,3.98,1.65,2.33,3.0,4.0,14.5,0.9199999999999999,42.2037016,1,0.9999999638970103
1ZnF2-1,ZnF2,7.04070118337718,4.505831697772569,1,0.03886102297916535,-2.371733197340618,1.991533808688989,3,0,Yes,3.144839100166681,3.1448391001666813,72,2,1,0,0,0,0,0,0,1,0,0,1,2.815,3.98,1.65,2.33,3.0,4.0,14.5,0.9199999999999999,42.2037016,1,0.9999999999999999
2SCs2-1,Cs4S2,2.0885938848469348,1.2694008107682395,0,0.0630889077597369,-0.9379569733797769,3.038813333122624,6,0,Yes,5.281360001659069,9.151054698195193,72,2,0,0,0,0,0,0,1,0,1,0,0,1.685,2.58,0.79,1.79,4.5,6.0,8.5,1.93,82.48522595,1,0.5771312898720493
1CrTe2-2,CrTe2,0.8687082803736172,0.453283297446625,0,0.10821444862946805,-0.10577622133741234,3.412472625592965,3,0,Yes,3.470167876040398,3.470167876040398,78,2,0,0,0,0,0,0,0,0,0,0,1,1.88,2.1,1.66,0.44000000000000017,4.5,5.0,11.0,1.4449999999999998,89.79804999999999,1,1.0
2BaI2-1,Ba2I4,4.606966312957807,3.633438612016804,1,0.04282822973579196,-1.794039407805336,3.7314765629689495,6,0,Yes,8.785917806366495,5.066824802275091,46,2,0,0,0,1,0,0,0,1,0,1,0,1.7750000000000001,2.66,0.89,1.77,5.5,6.0,9.5,1.8399999999999999,132.115735,1,1.7340086048409384
1PdF2-2,PdF2,3.1944233505733015,0.7142943285658792,0,0.13418160322937567,-1.1511629478485623,2.100099516701171,3,1,Yes,3.3812377691662903,3.3812377691662925,72,2,1,0,0,0,0,0,0,1,0,0,1,3.09,3.98,2.2,1.7799999999999998,3.5,5.0,13.5,1.055,62.7092016,1,0.9999999999999993
2TiBr2-1,Ti2Br4,0.8173950746744714,0.28763211183775594,0,0.0,-1.1782035916097602,3.7964465943213535,6,0,Yes,3.4381576434613743,6.230523709613137,15,2,0,0,1,0,0,0,0,1,0,0,1,2.25,2.96,1.54,1.42,4.0,4.0,10.5,1.35,63.88549999999999,1,0.5518248230331917
4GeP2-1,Ge4P8,2.0441429065360177,1.3326511360217288,0,0.002175098731985603,0.002175098731985514,5.68041480744742,12,0,Yes,3.5270149964176376,10.49610341656524,28,2,0,0,0,0,0,0,0,0,0,0,0,2.0999999999999996,2.19,2.01,0.18000000000000016,3.5,4.0,14.5,1.115,51.806881000000004,1,0.33603089226914484
2PdI2-1,Pd2I4,1.4717084709995498,0.5953535329697772,0,0.03609623022548192,-0.21789254519862342,2.9358943299704645,6,0,Yes,8.545965228153198,4.8168603531022915,17,2,0,0,0,1,0,0,0,1,0,0,1,2.43,2.66,2.2,0.45999999999999996,5.0,5.0,13.5,1.42,116.66223500000001,1,1.7741774935719659
4SiAs2-1,As8Si4,2.0225370004709764,1.4221972449029598,0,0.0030719941139410642,-0.07961158985909596,6.010223074706429,12,0,Yes,3.6785366214944055,10.565629728681271,28,2,0,0,0,0,0,0,0,0,0,0,0,2.04,2.18,1.9,0.28000000000000025,3.5,4.0,14.5,1.125,51.50355,1,0.34816066017425495
2TlCl2-1,Tl2Cl4,2.8195287686155543,1.9091938526925585,0,0.03856135207874267,-0.8053037806519517,2.96838324793037,6,0,No,4.1116820908204454,8.027155657115316,14,2,0,1,0,0,0,0,0,1,0,0,0,2.39,3.16,1.62,1.54,4.5,6.0,15.0,1.175,119.91815,0,0.5122215472644819
1ZnCl2-1,ZnCl2,5.696369521544278,4.2130547053809835,1,0.0,-1.1689973439679522,2.7158657156158394,3,0,Yes,3.726151616190409,3.7261508781483035,59,2,0,1,0,0,0,0,0,1,0,0,1,2.4050000000000002,3.16,1.65,1.5100000000000002,3.5,4.0,14.5,1.105,50.431000000000004,1,1.0000001980709128
1ZnCl2-2,ZnCl2,5.929177474335627,4.452870715551238,1,0.06212212896423767,-1.1068752150037147,2.7349339771642533,3,0,Yes,3.5988749935647624,3.5988749935647624,72,2,0,1,0,0,0,0,0,1,0,0,1,2.4050000000000002,3.16,1.65,1.5100000000000002,3.5,4.0,14.5,1.105,50.431000000000004,1,1.0
1ZnCl2-3,ZnCl2,4.71849101949681,3.433529802450723,1,0.23598620629789982,-0.9330111376700524,3.0603300123693593,3,0,No,3.4800912141689544,3.4800912141689544,78,2,0,1,0,0,0,0,0,1,0,0,1,2.4050000000000002,3.16,1.65,1.5100000000000002,3.5,4.0,14.5,1.105,50.431000000000004,0,1.0
1VBr2-1,VBr2,3.6647880392871413,1.2515456308077084,1,0.0,-0.8632701796931025,2.897110944405462,3,1,Yes,3.840447829815907,3.840447829815907,72,2,0,0,1,0,0,0,0,1,0,0,1,2.295,2.96,1.63,1.33,4.0,4.0,11.0,1.325,65.42275,1,1.0
1HgI2-4,HgI2,1.3696303013725286,0.7042529613151802,0,0.18887672842878947,-0.16769001195426161,3.8356209996803123,3,0,No,4.2529269406515695,4.2529269406515695,78,2,0,0,0,1,0,0,0,1,0,0,1,2.33,2.66,2.0,0.6600000000000001,5.5,6.0,14.5,1.43,163.747235,0,1.0
1HgI2-1,HgI2,2.3970432404775206,1.540469691446846,0,0.005735874795356939,-0.35083086558769416,3.5393274374244204,3,0,Yes,4.524049585337356,4.524049571763943,59,2,0,0,0,1,0,0,0,1,0,0,1,2.33,2.66,2.0,0.6600000000000001,5.5,6.0,14.5,1.43,163.747235,1,1.0000000030002796
1HgI2-3,HgI2,1.9192581601279368,1.1991790911882427,0,0.07663389567305323,-0.27993284470999785,3.4865010318196283,3,0,No,4.387108831904424,4.387108831904424,72,2,0,0,0,1,0,0,0,1,0,0,1,2.33,2.66,2.0,0.6600000000000001,5.5,6.0,14.5,1.43,163.747235,0,1.0
1HgI2-2,HgI2,3.18461910907266,2.2238037960331125,0,0.026526576450399613,-0.3300401639326515,3.613328557202106,3,0,Yes,4.576177694395418,5.278630106972984,18,2,0,0,0,1,0,0,0,1,0,0,1,2.33,2.66,2.0,0.6600000000000001,5.5,6.0,14.5,1.43,163.747235,1,0.8669252441746889
1TiH2-1,TiH2,0.388021802469787,0.015829217257958828,0,0.4268331889611699,-0.09643760999211122,2.2687926809326076,3,0,Yes,2.7901169894164304,2.79011698941643,78,2,0,0,0,0,0,0,0,0,0,0,1,1.87,2.2,1.54,0.6600000000000001,2.5,4.0,2.5,1.145,24.437469999999998,1,1.0000000000000002
1CrSe2-1,CrSe2,1.1284344191608056,0.6852428509563413,0,0.0,-0.48589935822663693,3.1475288854098444,3,0,Yes,3.2101661708703793,3.2101661708703793,78,2,0,0,0,0,0,0,0,0,0,0,1,2.105,2.55,1.66,0.8899999999999999,4.0,4.0,11.0,1.345,65.47805,1,1.0
1CrO2-2,CrO2,1.1440773459972675,0.4157070981881432,0,0.16837984535271863,-1.6927704412835425,2.33687946384018,3,0,Yes,2.634528084553453,2.634528084553453,78,2,0,0,0,0,1,0,0,0,0,0,1,2.55,3.44,1.66,1.78,3.0,4.0,11.0,1.0699999999999998,33.997749999999996,1,1.0
1NiO2-1,NiO2,3.311206469863219,1.2810601794653835,0,0.0,-0.7088421674728119,1.8988213074822156,3,0,Yes,2.8396036667390394,2.8396036667390394,72,2,0,0,0,0,1,0,0,0,0,0,1,2.675,3.44,1.91,1.53,3.0,4.0,13.0,0.985,37.346399999999996,1,1.0
6STl2-1,Tl12S6,1.7986051645904544,1.1098642036196424,0,0.06418305960158038,-0.2877273247478374,4.3478597764224,18,0,Yes,15.754957537768785,11.785191672419693,1,2,0,0,0,0,0,0,1,0,0,0,0,2.1,2.58,1.62,0.96,4.5,6.0,14.5,1.22,118.22415,1,1.3368435555137674
1SnCl2-2,SnCl2,3.537207003340947,2.7451014032683316,1,0.11743464295073795,-0.8945103921170681,3.3891882123665305,3,0,No,4.085779147054082,4.085779147054081,78,2,0,1,0,0,0,0,0,1,0,0,0,2.56,3.16,1.96,1.2000000000000002,4.0,5.0,15.5,1.12,77.0815,0,1.0000000000000002
1SnCl2-3,SnCl2,2.152652848860624,1.4526253152915953,0,0.1455566849612051,-0.8663883501066009,2.783281015386674,3,0,No,4.7168034291099135,4.716803429109962,59,2,0,1,0,0,0,0,0,1,0,0,0,2.56,3.16,1.96,1.2000000000000002,4.0,5.0,15.5,1.12,77.0815,0,0.9999999999999897
1SnCl2-1,SnCl2,3.1840789530976403,2.323855177277699,0,0.021249046674673977,-0.990695988393132,2.989438246665344,3,0,No,4.283953989646459,4.2839539896464585,72,2,0,1,0,0,0,0,0,1,0,0,0,2.56,3.16,1.96,1.2000000000000002,4.0,5.0,15.5,1.12,77.0815,0,1.0000000000000002
1PtTe2-1,PtTe2,0.5994879239060904,0.30257441273799957,0,0.027408197527063177,-0.3922364310741286,2.7744284581505383,3,0,Yes,4.015820650234968,4.015820650234968,72,2,0,0,0,0,0,0,0,0,0,0,1,2.19,2.28,2.1,0.17999999999999972,5.5,6.0,13.0,1.5,161.34199999999998,1,1.0
1GeF2-2,F2Ge,2.7080558977913833,1.598778896431472,0,0.2150334974440581,-1.9532962983504436,1.7249000602967683,3,0,No,3.8531498544021026,3.8531575148055923,59,2,1,0,0,0,0,0,0,1,0,0,0,2.995,3.98,2.01,1.9700000000000002,3.0,4.0,15.5,0.835,45.8192016,0,0.9999980119153031
4SiTe2-1,Si4Te8,1.9402450516955878,1.2927574698482611,0,0.0,-0.05013966743723941,3.710850369781392,12,0,Yes,6.824489603493949,9.124176571457031,17,2,0,0,0,0,0,0,0,0,0,0,0,2.0,2.1,1.9,0.20000000000000018,4.0,5.0,15.0,1.17,77.84275,1,0.7479567662952573
6AsO2-1,As6O12,1.2409148336215567,0.3689318595453015,0,0.1585785854679283,-0.9761946581097136,3.0064078145581448,18,1,Yes,4.534638989330227,12.378439995627428,21,2,0,0,0,0,1,0,0,0,0,0,0,2.81,3.44,2.18,1.2599999999999998,3.0,4.0,15.5,0.8099999999999999,45.460499999999996,1,0.3663336406632861
2TiO2-1,Ti2O4,5.342124276048439,2.8548578251823153,1,0.12204203739251736,-2.9586410082759955,1.9758285722770133,6,0,Yes,5.992791837610709,2.9996405035546334,15,2,0,0,0,0,1,0,0,0,0,0,1,2.49,3.44,1.54,1.9,3.0,4.0,10.0,1.12,31.9332,1,1.9978366842657085
1PtS2-1,PtS2,2.4879613629987514,1.6882571662127972,0,0.0,-0.39447586723443706,2.4640547390009395,3,0,Yes,3.5736321442942254,3.5736321442942254,72,2,0,0,0,0,0,0,1,0,0,0,1,2.4299999999999997,2.58,2.28,0.30000000000000027,4.5,6.0,13.0,1.325,113.5745,1,1.0
1SrI2-3,SrI2,4.868026015258238,3.915662386387008,1,0.1880560252514384,-1.5543485697461488,3.5752051974625783,3,0,No,5.254901128806623,5.254901659257304,59,2,0,0,0,1,0,0,0,1,0,1,0,1.8050000000000002,2.66,0.95,1.7100000000000002,5.0,5.0,9.5,1.67,107.262235,0,0.9999998990560214
1SrI2-2,SrI2,4.3551893518130935,3.4180640150980794,1,0.09628115495084859,-1.6461234400467386,4.005770021358156,3,0,Yes,4.635564712732236,4.635564712732237,78,2,0,0,0,1,0,0,0,1,0,1,0,1.8050000000000002,2.66,0.95,1.7100000000000002,5.0,5.0,9.5,1.67,107.262235,1,0.9999999999999998
1SrI2-1,SrI2,5.007424493923699,3.9838389498119176,1,0.0,-1.742404594997587,3.591258423777841,3,0,Yes,4.838915918023176,4.838915918023176,72,2,0,0,0,1,0,0,0,1,0,1,0,1.8050000000000002,2.66,0.95,1.7100000000000002,5.0,5.0,9.5,1.67,107.262235,1,1.0
1MnBr2-1,MnBr2,4.28890433587714,1.476963132838237,1,0.0,-0.7825214242612434,3.0207441669307196,3,1,Yes,3.8904097610444506,3.8904097610444506,72,2,0,0,1,0,0,0,0,1,0,0,1,2.255,2.96,1.55,1.41,4.0,4.0,12.0,1.275,67.42102249999999,1,1.0
1MnBr2-2,MnBr2,4.423584419252991,1.775394227393761,1,0.03251578618463332,-0.75000563807661,3.0127177444654603,3,1,Yes,4.067154806754442,4.067154122275853,59,2,0,0,1,0,0,0,0,1,0,0,1,2.255,2.96,1.55,1.41,4.0,4.0,12.0,1.275,67.42102249999999,1,1.0000001682942345
1HfH2-1,HfH2,0.24372075695468265,0.0,0,0.4621567785242557,-0.04667963432814245,2.3170049091445737,3,0,Yes,3.0614854683225645,3.061485468322564,78,2,0,0,0,0,0,0,0,0,0,0,1,1.75,2.2,1.3,0.9000000000000001,3.5,6.0,2.5,1.3050000000000002,89.74897,1,1.0000000000000002
1OsBr2-1,OsBr2,2.4241529922566905,1.156704859897462,0,0.402396318972025,0.35400055565539645,2.5254900989555935,3,0,Yes,3.8281817651086367,3.8281817651086367,72,2,0,0,1,0,0,0,0,1,0,0,1,2.58,2.96,2.2,0.7599999999999998,5.0,6.0,12.5,1.395,135.067,1,1.0
2SAu2-1,Au4S2,1.1389806874353803,0.6589141099375349,0,0.07455458420640682,-0.020286250489249962,2.529996273869659,6,0,Yes,5.837812301273195,5.837812301273195,64,2,0,0,0,0,0,0,1,0,0,0,1,2.56,2.58,2.54,0.040000000000000036,4.5,6.0,13.5,1.31,114.5157845,1,1.0
2HfBr2-1,Hf2Br4,1.3341300445482716,0.8402050974613258,0,0.0,-1.1632742243635519,4.1719616953486645,6,0,Yes,7.293830642178622,3.4380099429674695,15,2,0,0,1,0,0,0,0,1,0,0,1,2.13,2.96,1.3,1.66,5.0,6.0,10.5,1.51,129.197,1,2.1215269191115413
4AgCl2-1,Ag4Cl8,0.9707574605924867,0.16778715758013174,0,0.003966429406922008,-0.35991544268680187,2.742125908121185,12,0,Yes,4.323398713527184,13.152466709173538,16,2,0,1,0,0,0,0,0,1,0,0,1,2.545,3.16,1.93,1.2300000000000002,4.0,5.0,14.0,1.22,71.6606,1,0.32871390660975514
4AgCl2-2,Ag4Cl8,0.7778791557937437,0.2546528032837898,0,0.07997835120826391,-0.28390352088545995,7.043442467888295,12,0,Yes,6.403127581230783,10.749599286422873,5,2,0,1,0,0,0,0,0,1,0,0,1,2.545,3.16,1.93,1.2300000000000002,4.0,5.0,14.0,1.22,71.6606,1,0.5956619787044678
1CoCl2-1,CoCl2,2.6668396032169,0.16751904210621227,0,0.010201537504384461,-0.6129219325261204,2.6626935856666156,3,1,Yes,3.682179939384427,3.682181325799255,59,2,0,1,0,0,0,0,0,1,0,0,1,2.52,3.16,1.88,1.2800000000000002,3.5,4.0,13.0,1.155,47.1930975,1,0.9999996234800229
1CoCl2-2,CoCl2,3.7988512374437846,0.3509199720523193,1,0.020613191437690286,-0.6025102785928146,2.6631911284487453,3,1,Yes,3.5372037031649755,3.537203703164975,72,2,0,1,0,0,0,0,0,1,0,0,1,2.52,3.16,1.88,1.2800000000000002,3.5,4.0,13.0,1.155,47.1930975,1,1.0000000000000002
1ScS2-2,ScS2,1.889974462819711,0.718288558671865,0,0.39479976625190805,-1.2340720248222243,2.7199717563069283,3,1,Yes,3.787811531031907,3.787811531031907,78,2,0,0,0,0,0,0,1,0,0,0,1,1.9700000000000002,2.58,1.36,1.22,3.5,4.0,9.5,1.36,38.510456,1,1.0
1ZrS2-2,ZrS2,2.0227028863463703,0.9645436450701379,0,0.18980588428956344,-1.3956855922078937,3.140148208510219,3,0,No,3.57141330342367,3.5714133034236695,78,2,0,0,0,0,0,0,1,0,0,0,1,1.955,2.58,1.33,1.25,4.0,5.0,10.0,1.47,61.6445,0,1.0000000000000002
1ZrS2-3,ZrS2,3.100958688432522,1.9277538725784176,0,0.3096817764144551,-1.275809700083002,2.853085979525062,3,0,Yes,3.9149030274703174,3.9149029221682636,59,2,0,0,0,0,0,0,1,0,0,0,1,1.955,2.58,1.33,1.25,4.0,5.0,10.0,1.47,61.6445,1,1.0000000268977434
1ZrS2-1,ZrS2,2.1674626829675745,1.1591954974296987,0,0.0,-1.585491476497457,2.8917648854881888,3,0,Yes,3.6822718035126893,3.6822718035126893,72,2,0,0,0,0,0,0,1,0,0,0,1,1.955,2.58,1.33,1.25,4.0,5.0,10.0,1.47,61.6445,1,1.0
1WSe2-1,WSe2,1.7304371317062133,1.237876337239032,0,0.0,-0.5943745345874092,3.3585528043928186,3,0,Yes,3.3190066244679373,3.3190066244679373,78,2,0,0,0,0,0,0,0,0,0,0,1,2.455,2.55,2.36,0.18999999999999995,5.0,6.0,11.0,1.48,131.4,1,1.0
1SrCl2-1,SrCl2,7.047010997614251,5.738033298715962,1,0.046028953042991226,-2.4680791726454596,2.792633648140498,3,0,Yes,4.462777731397675,4.462777731397675,72,2,0,1,0,0,0,0,0,1,0,1,0,2.055,3.16,0.95,2.21,4.0,5.0,9.5,1.49,61.536500000000004,1,1.0
1SrCl2-2,SrCl2,6.202427264782143,4.9444653101938325,1,0.1943194367780491,-2.3197886889104016,3.311951476038967,3,0,Yes,4.224361505751552,4.224361505751551,78,2,0,1,0,0,0,0,0,1,0,1,0,2.055,3.16,0.95,2.21,4.0,5.0,9.5,1.49,61.536500000000004,1,1.0000000000000002
1SrCl2-3,SrCl2,6.578274244930128,5.266658724323262,1,0.24315586464989813,-2.2709522610385524,2.752781775210435,3,0,No,4.861240306311625,4.861243251823291,59,2,0,1,0,0,0,0,0,1,0,1,0,2.055,3.16,0.95,2.21,4.0,5.0,9.5,1.49,61.536500000000004,0,0.9999993940826424
2GeS2-1,Ge2S4,0.8749269469027412,0.2838402218947511,0,0.38746562566232906,0.04111589774580023,1.8991034274390328,6,0,No,4.991779346193125,6.032463338318017,18,2,0,0,0,0,0,0,1,0,0,0,0,2.295,2.58,2.01,0.5700000000000003,3.5,4.0,15.0,1.065,52.3525,0,0.8274860643554185
1BaCl2-1,BaCl2,6.916304949670295,5.618229366763851,1,0.10836629148267878,-2.5027429132366965,2.769100799288978,3,0,Yes,4.81355379471995,4.813553794719948,72,2,0,1,0,0,0,0,0,1,0,1,0,2.025,3.16,0.89,2.27,4.5,6.0,9.5,1.66,86.39,1,1.0000000000000004
1BaCl2-2,BaCl2,6.098517424967267,4.746599335450474,1,0.24145297089523923,-2.369656233824136,3.3838615675232617,3,0,Yes,4.533455450510542,4.533455450510542,78,2,0,1,0,0,0,0,0,1,0,1,0,2.025,3.16,0.89,2.27,4.5,6.0,9.5,1.66,86.39,1,1.0
1BaCl2-3,BaCl2,6.4837855709037875,5.192167518541035,1,0.29989874917851606,-2.3112104555408592,2.81582539019211,3,0,No,5.210638993053843,5.210640876291718,59,2,0,1,0,0,0,0,0,1,0,1,0,2.025,3.16,0.89,2.27,4.5,6.0,9.5,1.66,86.39,0,0.9999996385784552
2SeAg2-1,Ag4Se2,2.070314074134185,1.250561441453233,0,0.0,-0.08972048173552534,3.0513895978210286,6,0,Yes,5.713821355335812,5.712975107909089,54,2,0,0,0,0,0,0,0,0,0,0,1,2.2399999999999998,2.55,1.93,0.6199999999999999,4.5,5.0,13.5,1.3399999999999999,93.41409999999999,1,1.0001481272735726
1TaO2-3,TaO2,1.7322674122984036,0.5542884428279282,0,0.4871485304511811,-2.1941076810433713,1.2059005302007826,3,1,Yes,3.658846872179704,3.658849729067961,59,2,0,0,0,0,1,0,0,0,0,0,1,2.4699999999999998,3.44,1.5,1.94,4.0,6.0,10.5,1.24,98.47364,1,0.9999992191840418
1HfSe2-3,HfSe2,2.633974387954823,1.6875716804180796,0,0.33723741154726267,-1.011812341390223,3.105081880648477,3,0,Yes,4.009808442618778,4.00980848303245,59,2,0,0,0,0,0,0,0,0,0,0,1,1.9249999999999998,2.55,1.3,1.2499999999999998,5.0,6.0,10.0,1.5550000000000002,128.725,1,0.9999999899212961
1HfSe2-1,HfSe2,1.2194114526727233,0.42656152531348224,0,0.0,-1.3490497529374856,3.151778041556679,3,0,Yes,3.7725999113460773,3.7725999113460773,72,2,0,0,0,0,0,0,0,0,0,0,1,1.9249999999999998,2.55,1.3,1.2499999999999998,5.0,6.0,10.0,1.5550000000000002,128.725,1,1.0
1HfSe2-2,HfSe2,1.6264218685104428,0.8124846207995429,0,0.17357270625610255,-1.175477046681383,3.3650919482088693,3,0,Yes,3.676827795429272,3.676827795429272,78,2,0,0,0,0,0,0,0,0,0,0,1,1.9249999999999998,2.55,1.3,1.2499999999999998,5.0,6.0,10.0,1.5550000000000002,128.725,1,1.0
2PbTe2-1,Pb2Te4,0.6253191674206122,0.114766644331183,0,0.18248421878446908,-0.09824760367242764,2.5327902113562777,6,0,No,5.955385978216177,7.209790882226514,18,2,0,0,0,0,0,0,0,0,0,0,0,2.215,2.33,2.1,0.22999999999999998,5.5,6.0,15.0,1.385,167.39999999999998,0,0.82601369103469
6PbI2-1,Pb6I12,2.019662635050183,1.2548662673434376,0,0.03736117718204825,-0.6550606271481247,4.739993668639603,18,0,Yes,12.447308340318482,9.151957805501231,18,2,0,0,0,1,0,0,0,1,0,0,0,2.495,2.66,2.33,0.33000000000000007,5.5,6.0,15.5,1.345,167.052235,1,1.3600705559237194
1HfI2-1,HfI2,1.0219868950032727,0.6296996925211846,0,0.1142336876201447,-0.674260515307323,3.8953707810581477,3,0,Yes,3.773155110209568,3.773155110209568,78,2,0,0,0,1,0,0,0,1,0,0,1,1.98,2.66,1.3,1.36,5.5,6.0,10.5,1.615,152.697235,1,1.0
1RuI2-1,RuI2,2.3029647152361523,1.0223540873749197,0,0.10248746994570795,0.036925499288477326,2.810323343580386,3,0,Yes,4.0263913225231915,4.0263913225231915,72,2,0,0,0,1,0,0,0,1,0,0,1,2.43,2.66,2.2,0.45999999999999996,5.0,5.0,12.5,1.4649999999999999,113.987235,1,1.0
1CaO2-1,CaO2,2.0718618807088545,0.5595968231628348,0,0.6852883105768891,-1.2993478498174127,1.4870387959947369,3,1,Yes,4.000530350456719,3.472259789347871,18,2,0,0,0,0,1,0,0,0,0,1,0,2.2199999999999998,3.44,1.0,2.44,3.0,4.0,9.0,1.21,28.038700000000002,1,1.1521402755431682
2OsS2-2,Os2S4,0.12175580878044867,0.11087436222853553,0,0.6345563307161075,0.25405723930713836,0.0008841976739422108,6,0,No,5.734682093117182,5.7319524817438925,63,2,0,0,0,0,0,0,1,0,0,0,1,2.39,2.58,2.2,0.3799999999999999,4.5,6.0,12.0,1.365,111.1475,0,1.0004762097002693
2OsS2-1,Os2S4,1.386851546785019,0.5297053819122167,0,0.08092559480173267,-0.2995734966072365,3.092573090895077,6,0,Yes,3.5219794902688237,5.536933771127759,15,2,0,0,0,0,0,0,1,0,0,0,1,2.39,2.58,2.2,0.3799999999999999,4.5,6.0,12.0,1.365,111.1475,1,0.6360884265284374
1GeSe2-1,GeSe2,1.448137338962411,0.5641520177770518,0,0.051074282850726384,-0.2145265717872983,3.067142704261906,3,0,No,3.7147266094709344,3.7147266094707314,59,2,0,0,0,0,0,0,0,0,0,0,0,2.28,2.55,2.01,0.54,4.0,4.0,15.0,1.1400000000000001,75.8,0,1.0000000000000546
1GeSe2-2,GeSe2,0.37827737639380143,0.0,0,0.12880825448982888,-0.13679260014819583,3.0351763344897185,3,0,Yes,3.6218362775615875,3.6218362775615875,72,2,0,0,0,0,0,0,0,0,0,0,0,2.28,2.55,2.01,0.54,4.0,4.0,15.0,1.1400000000000001,75.8,1,1.0
2SeCu2-2,Cu4Se2,1.2089315072754925,0.10034973326190832,0,0.08274538555097759,-0.041925340951469416,3.8455130014388823,6,0,Yes,5.2520204652177656,4.238838413529897,41,2,0,0,0,0,0,0,0,0,0,0,1,2.2249999999999996,2.55,1.9,0.6499999999999999,4.0,4.0,13.5,1.24,71.253,1,1.239023513718736
2NiSe2-1,Ni2Se4,2.182783021576975,1.0146499500518922,0,0.0668553462822808,-0.19123987893079195,1.3749725937986197,6,0,Yes,5.509369112014404,5.703692670506166,17,2,0,0,0,0,0,0,0,0,0,0,1,2.23,2.55,1.91,0.6399999999999999,4.0,4.0,13.0,1.26,68.82669999999999,1,0.9659302192951926
2CuCl2-1,Cu2Cl4,2.0229183034086455,0.2644407475296102,0,0.003151750537734088,-0.5058689699590859,2.6310270972007075,6,1,Yes,3.8319841658438714,6.093668965782945,17,2,0,1,0,0,0,0,0,1,0,0,1,2.5300000000000002,3.16,1.9,1.2600000000000002,3.5,4.0,14.0,1.12,49.4995,1,0.6288467895714644
1ZrH2-1,ZrH2,0.1663120772315374,0.0,0,0.5541657510329999,-0.0652266127263464,2.3621697742839505,3,0,Yes,3.091376566360935,3.0913765663609345,78,2,0,0,0,0,0,0,0,0,0,0,1,1.7650000000000001,2.2,1.33,0.8700000000000001,3.0,5.0,2.5,1.295,46.115970000000004,1,1.0000000000000002
2CrCl2-1,Cr2Cl4,3.150744806543486,0.7530470063681092,0,0.052729095283468475,-0.9859834109427345,2.6686508848086845,6,1,Yes,3.942543991944156,6.3035585180262235,17,2,0,1,0,0,0,0,0,1,0,0,1,2.41,3.16,1.66,1.5000000000000002,3.5,4.0,11.5,1.225,43.72455,1,0.6254473533750344
2NiS2-1,Ni2S4,2.230675184120318,0.8238762701691387,0,0.03536787864944561,-0.2652607331493802,1.159994049438339,6,0,Yes,5.226115868242793,5.3385900296059265,17,2,0,0,0,0,0,0,1,0,0,0,1,2.245,2.58,1.91,0.6700000000000002,3.5,4.0,13.0,1.185,45.3792,1,0.978931860146707
1CdCl2-1,CdCl2,5.176434245379272,3.8682847684144472,1,0.0,-1.1173092780686213,2.8757428332245674,3,0,Yes,3.8995994305622506,3.89959943056225,72,2,0,1,0,0,0,0,0,1,0,0,1,2.425,3.16,1.69,1.4700000000000002,4.0,5.0,14.5,1.2000000000000002,73.932,1,1.0000000000000002
1CdCl2-3,CdCl2,4.344091830424737,3.0976983811405514,1,0.1298086081433271,-0.9875006699252943,3.240213626212178,3,0,No,3.735320719008407,3.735320719008407,78,2,0,1,0,0,0,0,0,1,0,0,1,2.425,3.16,1.69,1.4700000000000002,4.0,5.0,14.5,1.2000000000000002,73.932,0,1.0
1CdCl2-2,CdCl2,4.984492468622904,3.6158279284194177,1,0.0430701711278374,-1.074239106940784,2.9078228163156306,3,0,Yes,4.084574085112696,4.084579270858697,59,2,0,1,0,0,0,0,0,1,0,0,1,2.425,3.16,1.69,1.4700000000000002,4.0,5.0,14.5,1.2000000000000002,73.932,1,0.9999987304087748
4NiBr2-1,Ni4Br8,2.1741007578151685,0.6340551039248159,0,0.09819637039358871,-0.3083962032017027,5.30557436933751,12,0,Yes,6.406046702728353,7.927579725776832,17,2,0,0,1,0,0,0,0,1,0,0,1,2.435,2.96,1.91,1.05,4.0,4.0,13.5,1.2149999999999999,69.2987,1,0.808070927612225
